**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,shape,signal_strength,q0_fwd,q4_fwd,wr_range
price_velocity_1b,5s,UP_SMOOTH,noisy,18.41660844927265,29.655222790357925,25.556289640591967,0.028940568475452233
price_velocity_1b,5s,UP_CHOPPY,u_shape,20.327653729516435,15.143405889884763,23.716646266829866,0.07100970057911182
price_velocity_1b,5s,DOWN_SMOOTH,inverted_u_shape,18.301544836450972,-31.51837837837838,-26.22729357798165,0.04245970741383587
price_velocity_1b,5s,DOWN_CHOPPY,inverted_u_shape,6.571694043303019,-17.030927835051546,-15.91365007541478,0.04901219971137921
price_velocity_1b,5s,FLAT_SMOOTH,noisy,2.755159504932558,0.669121585431173,-1.8303256178893683,0.012449361021057315
price_velocity_1b,5s,FLAT_CHOPPY,noisy,3.985483924209414,1.9733245149911816,-0.1508274519347773,0.02963968977040876
price_velocity_1b,1m,UP_SMOOTH,noisy,22.182695697746436,27.708333333333332,33.133774834437084,0.05074086426223268
price_velocity_1b,1m,UP_CHOPPY,u_shape,16.938078816809707,20.06951871657754,20.630633373934227,0.06410762461128694
price_velocity_1b,1m,DOWN_SMOOTH,noisy,21.770145362752558,-34.91101223581757,-30.764204545454547,0.03157357271777339
price_velocity_1b,1m,DOWN_CHOPPY,inverted_u_shape,10.720926814798835,-19.67722602739726,-18.695,0.03662412535724846
price_velocity_1b,1m,FLAT_SMOOTH,noisy,1.9115091008419842,0.18567774936061382,-0.09672544080604534,0.04177629589123294
price_velocity_1b,1m,FLAT_CHOPPY,noisy,3.5139716798831655,1.4889405466328542,0.3295484552416161,0.023666373648246475
price_velocity_1b,5m,UP_SMOOTH,noisy,17.319204432261756,24.830238262088297,31.15713790713791,0.032298587105033416
price_velocity_1b,5m,UP_CHOPPY,u_shape,19.611584779556395,23.011203585147246,18.60982478097622,0.07580285920211105
price_velocity_1b,5m,DOWN_SMOOTH,noisy,19.49227585771151,-29.237200435729847,-33.59243697478992,0.07355310545270738
price_velocity_1b,5m,DOWN_CHOPPY,noisy,5.718763020393455,-12.948290598290598,-13.805280528052805,0.04934102681791358
price_velocity_1b,5m,FLAT_SMOOTH,noisy,2.9063886710641635,1.871676891615542,-1.0347117794486216,0.04879621424741393
price_velocity_1b,5m,FLAT_CHOPPY,noisy,3.8579515358323713,-1.0190986534762296,2.193357294994675,0.0265883835427016
price_velocity_1b,15m,UP_SMOOTH,noisy,21.46623108830476,22.808238636363637,33.96214728148658,0.06986478075811109
price_velocity_1b,15m,UP_CHOPPY,u_shape,29.555019760940812,32.55032051282051,9.254740834386853,0.13337854420977846
price_velocity_1b,15m,DOWN_SMOOTH,inverted_u_shape,19.77465467458351,-26.656989247311827,-31.806938559322035,0.07528248587570624
price_velocity_1b,15m,DOWN_CHOPPY,noisy,12.630273250239693,-7.2625838926174495,-19.892857142857142,0.12672055630861462
price_velocity_1b,15m,FLAT_SMOOTH,noisy,4.099483668304097,1.3659754224270353,-2.7335082458770614,0.05941038697241241
price_velocity_1b,15m,FLAT_CHOPPY,noisy,8.58564223928933,4.027663371773751,2.9100460954446854,0.05051135113372973
price_velocity_1b,1h,UP_SMOOTH,u_shape,35.32248299907791,20.102280826799714,42.10408022130014,0.08640070098805308
price_velocity_1b,1h,UP_CHOPPY,noisy,17.49475836530264,19.528645833333332,12.40625,0.06391416139240502
price_velocity_1b,1h,DOWN_SMOOTH,inverted_u_shape,20.812036556685342,-30.710483870967742,-31.567774261603375,0.11826105001037557
price_velocity_1b,1h,DOWN_CHOPPY,inverted_u_shape,23.23500853242321,-18.473639455782312,-26.1275,0.22571672354948807
price_velocity_1b,1h,FLAT_SMOOTH,noisy,9.378246459952262,4.929156010230179,-4.449090449722082,0.13665327369605923
price_velocity_1b,1h,FLAT_CHOPPY,noisy,13.765326349717968,9.264520547945205,-2.6081246597713665,0.08102068224550102
price_velocity_1b,4h,UP_SMOOTH,noisy,10.510590202327489,25.156779661016948,19.836043360433603,0.1261655413164301
price_velocity_1b,4h,UP_CHOPPY,noisy,9.502069379800961,13.580250990752972,14.788949275362318,0.051623200589700935
price_velocity_1b,4h,DOWN_SMOOTH,noisy,31.34557291666666,-44.6125,-23.464506172839506,0.06798353909465021
price_velocity_1b,4h,DOWN_CHOPPY,noisy,17.751241561649763,-3.8851950354609928,-21.636436597110755,0.12016910350361687
price_velocity_1b,4h,FLAT_SMOOTH,noisy,7.489608169784896,4.874678663239075,-2.614929506545821,0.11538636781377093
price_velocity_1b,4h,FLAT_CHOPPY,monotonic_decreasing,23.444076708220383,14.048552308112537,-9.395524400107846,0.09186672400177659
price_accel_1b,5s,UP_SMOOTH,u_shape,21.214801139754144,32.10179093567251,25.42876424715057,0.025242094438255203
price_accel_1b,5s,UP_CHOPPY,u_shape,18.184402667586525,20.915171898355755,19.998774509803923,0.09165953283600348
price_accel_1b,5s,DOWN_SMOOTH,noisy,17.686026815473028,-29.62732558139535,-29.79029692470838,0.07230895360384287
price_accel_1b,5s,DOWN_CHOPPY,noisy,6.6117205150196625,-15.664612676056338,-17.64391447368421,0.040701445515196444
price_accel_1b,5s,FLAT_SMOOTH,noisy,3.534974495380468,1.334200937011973,-0.9329758713136729,0.05944073607935385
price_accel_1b,5s,FLAT_CHOPPY,noisy,2.2719034734686945,0.9951026856240126,-0.4038178246992389,0.02366549802595519
price_accel_1b,1m,UP_SMOOTH,u_shape,24.984007534472042,25.060845588235296,34.93137595552467,0.02725615999102582
price_accel_1b,1m,UP_CHOPPY,noisy,19.466087686262924,14.382295719844358,24.23059796437659,0.08814262686010421
price_accel_1b,1m,DOWN_SMOOTH,inverted_u_shape,19.908313629209065,-34.17787418655097,-25.886172450052577,0.040114185091158716
price_accel_1b,1m,DOWN_CHOPPY,inverted_u_shape,12.699935264054513,-19.373935264054513,-17.792703150912107,0.10020579216354342
price_accel_1b,1m,FLAT_SMOOTH,noisy,2.6884995339662723,-1.8230954935622317,0.8654040404040404,0.037541914786655695
price_accel_1b,1m,FLAT_CHOPPY,noisy,1.6523688776110939,0.4741331096196868,0.12743549236440233,0.020355094398899487
price_accel_1b,5m,UP_SMOOTH,noisy,18.96636624954073,26.270063920454547,31.58595387840671,0.03506922215108843
price_accel_1b,5m,UP_CHOPPY,u_shape,18.366507551077863,20.28024453024453,19.86417816813049,0.07472520650355496
price_accel_1b,5m,DOWN_SMOOTH,inverted_u_shape,17.30439634867288,-31.669739696312366,-29.997362869198312,0.017251170714904118
price_accel_1b,5m,DOWN_CHOPPY,noisy,6.11348415989934,-15.561557788944723,-17.215474209650584,0.05839907506284442
price_accel_1b,5m,FLAT_SMOOTH,noisy,2.709753795516932,1.7763360739979446,-0.31650801603206413,0.033532341730664994
price_accel_1b,5m,FLAT_CHOPPY,noisy,1.824033344947332,0.5470765852319517,0.4349112426035503,0.007548755384212624
price_accel_1b,15m,UP_SMOOTH,noisy,16.26779556617121,22.09894736842105,28.443095072866065,0.044905218899208954
price_accel_1b,15m,UP_CHOPPY,noisy,17.795222929936305,23.318152866242038,13.20308564231738,0.10700636942675157
price_accel_1b,15m,DOWN_SMOOTH,noisy,19.408968033772197,-33.23095756256801,-27.35155412647374,0.027904860346493476
price_accel_1b,15m,DOWN_CHOPPY,inverted_u_shape,12.522435659413652,-14.304530201342281,-18.217159277504106,0.0666138574646632
price_accel_1b,15m,FLAT_SMOOTH,noisy,3.527189275391209,-2.3850632911392404,0.0655327663831916,0.030523235864770903
price_accel_1b,15m,FLAT_CHOPPY,noisy,7.623302723871114,1.119645799011532,3.6998639455782314,0.03810681403731386
price_accel_1b,1h,UP_SMOOTH,noisy,21.668323185385788,18.26594253679047,34.58773453787352,0.017519271198318087
price_accel_1b,1h,UP_CHOPPY,noisy,12.078070499604518,12.950064020486556,17.667929292929294,0.1290706288838222
price_accel_1b,1h,DOWN_SMOOTH,noisy,28.97429072813464,-19.452738990332975,-27.110844017094017,0.1875029614102856
price_accel_1b,1h,DOWN_CHOPPY,noisy,19.75324966670085,-20.04889455782313,-15.887916666666667,0.16661789256877846
price_accel_1b,1h,FLAT_SMOOTH,noisy,4.025743720092914,1.056208482370976,0.617988883274381,0.07654284137764361
price_accel_1b,1h,FLAT_CHOPPY,monotonic_decreasing,8.748901871018841,4.653693025809995,-4.0952088452088455,0.03758973100695551
price_accel_1b,4h,UP_SMOOTH,noisy,17.413720061620744,16.165050287356323,23.905381944444443,0.10933612370654577
price_accel_1b,4h,UP_CHOPPY,u_shape,12.40773057787983,12.886363636363637,16.290422885572138,0.08852562583905865
price_accel_1b,4h,DOWN_SMOOTH,inverted_u_shape,23.91984187568157,-32.735,-21.11840717299578,0.0884272385799103
price_accel_1b,4h,DOWN_CHOPPY,noisy,15.254291811064046,-15.945035460992909,-18.92138364779874,0.12467294610151752
price_accel_1b,4h,FLAT_SMOOTH,noisy,3.4522543210650616,1.6102827763496144,-0.8127244740892765,0.08120597076346586
price_accel_1b,4h,FLAT_CHOPPY,noisy,10.080828196020065,3.5876126741327505,-6.021018593371059,0.032469421109978525
