day,split,seg_idx,shape,skew,r,mean_sigma,start_ts,end_ts,length_min,shape_class
2025_01_01,IS,0,NOISE,NONE,-2.0,11.851731795701022,1735772400,1735775995,59.9,NOISE
2025_01_02,IS,0,NOISE,NONE,-2.0,44.04425566522087,1735776000,1735779705,61.8,NOISE
2025_01_02,IS,1,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9858049518687848,28.22721090877664,1735781520,1735829100,793.0,GENTLE_CONCAVE_UP
2025_01_02,IS,2,STEEP_LINEAR_DOWN,NONE,0.9902783897848828,84.3460030462732,1735829100,1735851600,375.0,STEEP_LINEAR_DOWN
2025_01_02,IS,3,STEEP_LINEAR_UP,NONE,0.9801728415947206,47.15441502002412,1735851600,1735862395,179.9,STEEP_LINEAR_UP
2025_01_03,IS,0,NOISE,NONE,-2.0,14.342191263753268,1735862400,1735866545,69.1,NOISE
2025_01_03,IS,1,FLATLINE,NONE,0.0,13.630186248969132,1735868520,1735871280,46.0,FLATLINE
2025_01_03,IS,2,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9298638868095924,11.865386018758375,1735871400,1735882250,180.8,GENTLE_CONCAVE_UP
2025_01_03,IS,3,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9331547809767424,10.288207311279873,1735882250,1735891775,158.8,GENTLE_CONVEX_DOWN
2025_01_03,IS,4,GENTLE_LINEAR_UP,NONE,0.9523294480515242,17.19090137714078,1735891775,1735903630,197.6,GENTLE_LINEAR_UP
2025_01_03,IS,5,FLATLINE,NONE,0.369435283069806,16.990318398046032,1735903800,1735907185,56.4,FLATLINE
2025_01_03,IS,6,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.8726755444057505,12.113468065631505,1735907400,1735913700,105.0,GENTLE_CONVEX_DOWN
2025_01_03,IS,7,STEEP_LINEAR_UP,NONE,0.9848753044802034,45.06341222558166,1735913700,1735940850,452.5,STEEP_LINEAR_UP
2025_01_03,IS,8,FLATLINE,NONE,0.0,21.33271557472964,1735940850,1735941595,12.4,FLATLINE
2025_01_05,IS,0,NOISE,NONE,-2.0,9.072442901823354,1736118000,1736121595,59.9,NOISE
2025_01_06,IS,0,NOISE,NONE,-2.0,9.38414143752192,1736121600,1736125750,69.2,NOISE
2025_01_06,IS,1,FLATLINE,NONE,0.0,7.992206882245804,1736127585,1736129700,35.2,FLATLINE
2025_01_06,IS,2,GENTLE_LINEAR_UP,NONE,0.988239584216422,26.77604883498925,1736129700,1736187300,960.0,GENTLE_LINEAR_UP
2025_01_06,IS,3,STEEP_LINEAR_DOWN,NONE,0.9630776920096056,46.17040317676116,1736187300,1736204400,285.0,STEEP_LINEAR_DOWN
2025_01_06,IS,4,GENTLE_LINEAR_UP,NONE,0.9666682575056538,41.56479929081883,1736204400,1736207995,59.9,GENTLE_LINEAR_UP
2025_01_07,IS,0,FLATLINE,NONE,0.0,6.110648576552894,1736208000,1736212410,73.5,FLATLINE
2025_01_07,IS,1,GENTLE_LINEAR_UP,NONE,0.8652125216211699,9.445005795100991,1736214255,1736218035,63.0,GENTLE_LINEAR_UP
2025_01_07,IS,2,GENTLE_LINEAR_DOWN,NONE,0.9793370878773884,15.79068887138559,1736218035,1736238965,348.8,GENTLE_LINEAR_DOWN
2025_01_07,IS,3,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9768859371015,18.24873848051333,1736238965,1736252470,225.1,GENTLE_CONCAVE_UP
2025_01_07,IS,4,FLATLINE,NONE,0.0992059997659894,15.865157401629707,1736252470,1736262900,173.8,FLATLINE
2025_01_07,IS,5,STEEP_CONVEX_DOWN,SYMMETRIC,0.9881169846747264,66.56746016704012,1736262900,1736294395,524.9,STEEP_CONVEX_DOWN
2025_01_08,IS,0,NOISE,NONE,-2.0,2.762994169151686,1736294400,1736298525,68.8,NOISE
2025_01_08,IS,1,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9424103297926116,9.64336511828661,1736300515,1736307900,123.1,GENTLE_CONCAVE_UP
2025_01_08,IS,2,FLATLINE,NONE,0.0,10.920550181481364,1736307900,1736309700,30.0,FLATLINE
2025_01_08,IS,3,NOISE,NONE,0.3316649098608054,10.605779377733649,1736309700,1736311505,30.1,NOISE
2025_01_08,IS,4,FLATLINE,NONE,0.1618834057566959,10.55065016374647,1736311505,1736321315,163.5,FLATLINE
2025_01_08,IS,5,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9233586703809612,18.609239669392636,1736321315,1736330400,151.4,GENTLE_CONVEX_DOWN
2025_01_08,IS,6,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9082062061503412,17.743982225533173,1736330400,1736336925,108.8,GENTLE_CONCAVE_UP
2025_01_08,IS,7,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9617574751475558,52.41830281202086,1736336925,1736352000,251.2,GENTLE_CONVEX_DOWN
2025_01_08,IS,8,NOISE,NONE,0.3118260963751375,40.15639310317561,1736352000,1736357400,90.0,NOISE
2025_01_08,IS,9,FLATLINE,NONE,0.8958372326042084,54.15646894728504,1736357400,1736377365,332.8,FLATLINE
2025_01_08,IS,10,NOISE,NONE,0.8359390191169163,22.18122915444328,1736377365,1736380790,57.1,NOISE
2025_01_09,IS,0,FLATLINE,NONE,0.0,6.970568476794782,1736380800,1736384940,69.0,FLATLINE
2025_01_09,IS,1,GENTLE_LINEAR_UP,NONE,0.9338327572403552,14.904462865657411,1736386985,1736398250,187.8,GENTLE_LINEAR_UP
2025_01_09,IS,2,GENTLE_LINEAR_DOWN,NONE,0.9758765345666116,19.83280262867032,1736398250,1736418600,339.2,GENTLE_LINEAR_DOWN
2025_01_09,IS,3,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9169790213935954,17.553021554586735,1736418600,1736428990,173.2,GENTLE_CONCAVE_UP
2025_01_09,IS,4,FLATLINE,NONE,0.1856770688587915,15.007865631379545,1736428990,1736431200,36.8,FLATLINE
2025_01_09,IS,5,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9590821854614,18.06659916866434,1736431200,1736467195,599.9,GENTLE_CONCAVE_DOWN
2025_01_10,IS,0,NOISE,NONE,-2.0,5.304128854223586,1736467200,1736471130,65.5,NOISE
2025_01_10,IS,1,GENTLE_LINEAR_UP,NONE,0.9768777708879264,20.04849644905533,1736473020,1736492330,321.8,GENTLE_LINEAR_UP
2025_01_10,IS,2,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9695385121382856,18.257581532368917,1736492330,1736503200,181.2,GENTLE_CONVEX_DOWN
2025_01_10,IS,3,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9179691845249102,23.16814734887488,1736503200,1736516700,225.0,GENTLE_CONCAVE_UP
2025_01_10,IS,4,STEEP_LINEAR_DOWN,NONE,0.983886945131482,90.2954106572382,1736516700,1736533800,285.0,STEEP_LINEAR_DOWN
2025_01_10,IS,5,GENTLE_LINEAR_UP,NONE,0.9624349656173684,68.45867015070161,1736533800,1736543700,165.0,GENTLE_LINEAR_UP
2025_01_10,IS,6,GENTLE_LINEAR_DOWN,NONE,0.9399199089944652,50.751192028620615,1736543700,1736546395,44.9,GENTLE_LINEAR_DOWN
2025_01_12,IS,0,NOISE,NONE,-2.0,20.218695873700064,1736722800,1736726395,59.9,NOISE
2025_01_13,IS,0,NOISE,NONE,-2.0,9.102842053160233,1736726400,1736730650,70.8,NOISE
2025_01_13,IS,1,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.967561114461244,28.423320878647367,1736732350,1736751600,320.8,GENTLE_CONVEX_DOWN
2025_01_13,IS,2,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.946989148753342,12.920298939158553,1736751600,1736755700,68.3,GENTLE_CONCAVE_DOWN
2025_01_13,IS,3,STEEP_LINEAR_DOWN,NONE,0.9653658898322072,45.35667979042148,1736755700,1736772300,276.7,STEEP_LINEAR_DOWN
2025_01_13,IS,4,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9699312613025544,29.394913356184517,1736772300,1736784000,195.0,GENTLE_CONCAVE_UP
2025_01_13,IS,5,NOISE,NONE,0.8425204694450279,35.267366849720695,1736784000,1736789400,90.0,NOISE
2025_01_13,IS,6,STEEP_LINEAR_UP,NONE,0.9929777570023426,43.97822441464985,1736789400,1736812795,389.9,STEEP_LINEAR_UP
2025_01_14,IS,0,NOISE,NONE,-2.0,3.735334245569988,1736812800,1736817055,70.9,NOISE
2025_01_14,IS,1,FLATLINE,FRONT_SKEWED,0.8762355355194917,12.428451621444156,1736819100,1736827200,135.0,FLATLINE
2025_01_14,IS,2,GENTLE_CONVEX_UP,BACK_SKEWED,0.868723408311167,12.792561486270673,1736827200,1736831700,75.0,GENTLE_CONVEX_UP
2025_01_14,IS,3,GENTLE_LINEAR_UP,NONE,0.9763107976335504,17.784161289941263,1736831700,1736855100,390.0,GENTLE_LINEAR_UP
2025_01_14,IS,4,GENTLE_CONVEX_DOWN,BACK_SKEWED,0.9578525586636618,35.220902696648565,1736855100,1736867700,210.0,GENTLE_CONVEX_DOWN
2025_01_14,IS,5,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9178652386478992,47.87411984662466,1736867700,1736871300,60.0,GENTLE_CONCAVE_DOWN
2025_01_14,IS,6,STEEP_LINEAR_DOWN,NONE,0.96199289286734,73.39980397170332,1736871300,1736882100,180.0,STEEP_LINEAR_DOWN
2025_01_14,IS,7,FLATLINE,NONE,0.0,66.06340628411061,1736882100,1736887500,90.0,FLATLINE
2025_01_14,IS,8,GENTLE_CONVEX_UP,BACK_SKEWED,0.8766438989818277,74.39099711880371,1736887500,1736889300,30.0,GENTLE_CONVEX_UP
2025_01_14,IS,9,FLATLINE,NONE,0.0,75.92065525124369,1736889300,1736897400,135.0,FLATLINE
2025_01_14,IS,10,GENTLE_LINEAR_DOWN,NONE,0.8677218312746245,71.57204571152957,1736897400,1736899195,29.9,GENTLE_LINEAR_DOWN
2025_01_15,IS,0,NOISE,NONE,-2.0,3.910898959059983,1736899200,1736904030,80.5,NOISE
2025_01_15,IS,1,FLATLINE,NONE,0.0,5.419418358650541,1736906075,1736910010,65.6,FLATLINE
2025_01_15,IS,2,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9191508470119348,6.5713655919615,1736910010,1736922900,214.8,GENTLE_CONVEX_DOWN
2025_01_15,IS,3,FLATLINE,NONE,0.5580371131116619,8.166222005204476,1736922900,1736934300,190.0,FLATLINE
2025_01_15,IS,4,STEEP_LINEAR_UP,NONE,0.9571908982819662,59.371771378483295,1736934300,1736966700,540.0,STEEP_LINEAR_UP
2025_01_15,IS,5,FLATLINE,NONE,0.0,36.93106092673031,1736966700,1736967600,15.0,FLATLINE
2025_01_15,IS,6,GENTLE_CONCAVE_UP,SYMMETRIC,0.9580340180732748,33.63966709461251,1736967600,1736983415,263.6,GENTLE_CONCAVE_UP
2025_01_15,IS,7,FLATLINE,NONE,0.0,23.685283503979612,1736983415,1736985595,36.3,FLATLINE
2025_01_16,IS,0,FLATLINE,NONE,0.0,7.254603982201536,1736985600,1736989820,70.3,FLATLINE
2025_01_16,IS,1,GENTLE_LINEAR_DOWN,NONE,0.9670979595507992,11.80722710222592,1736991645,1737010485,314.0,GENTLE_LINEAR_DOWN
2025_01_16,IS,2,STEEP_LINEAR_UP,NONE,0.9708958773850658,45.560963887535735,1737010485,1737024300,230.2,STEEP_LINEAR_UP
2025_01_16,IS,3,GENTLE_LINEAR_DOWN,NONE,0.9816038047225178,36.1619391755653,1737024300,1737071995,794.9,GENTLE_LINEAR_DOWN
2025_01_17,IS,0,NOISE,NONE,-2.0,2.4504658860749253,1737072000,1737076560,76.0,NOISE
2025_01_17,IS,1,GENTLE_LINEAR_UP,NONE,0.9798565668592571,13.141617791225352,1737078400,1737099900,358.3,GENTLE_LINEAR_UP
2025_01_17,IS,2,FLATLINE,NONE,0.0,11.320962424242172,1737099900,1737105300,90.0,FLATLINE
2025_01_17,IS,3,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.960484252286566,19.3279538522661,1737105300,1737118995,228.2,GENTLE_CONCAVE_UP
2025_01_17,IS,4,FLATLINE,NONE,0.0,6.906152730146837,1737118995,1737119700,11.8,FLATLINE
2025_01_17,IS,5,STEEP_CONCAVE_UP,SYMMETRIC,0.9877263462571504,49.15452748980477,1737119700,1737147600,465.0,STEEP_CONCAVE_UP
2025_01_17,IS,6,GENTLE_LINEAR_DOWN,NONE,0.9622872260457522,18.86207628522996,1737147600,1737151195,59.9,GENTLE_LINEAR_DOWN
2025_01_19,IS,0,NOISE,NONE,-2.0,5.296787693752473,1737327600,1737331195,59.9,NOISE
2025_01_20,IS,0,FLATLINE,NONE,0.0,8.834536269384243,1737331200,1737335505,71.8,FLATLINE
2025_01_20,IS,1,GENTLE_LINEAR_UP,NONE,0.964233879804848,9.877573655132348,1737337330,1737376200,647.8,GENTLE_LINEAR_UP
2025_01_20,IS,2,NOISE,NONE,0.7334289520523398,22.244479454285,1737376200,1737382500,105.0,NOISE
2025_01_20,IS,3,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9591230251054064,51.36056210288211,1737382500,1737395100,210.0,GENTLE_CONCAVE_UP
2025_01_20,IS,4,FLATLINE,NONE,0.0,20.97225609863325,1737395100,1737417230,368.8,FLATLINE
2025_01_21,IS,0,NOISE,NONE,-2.0,34.01824937828236,1737417600,1737421420,63.7,NOISE
2025_01_21,IS,1,GENTLE_CONVEX_DOWN,BACK_SKEWED,0.8840633385117621,69.87699212939914,1737423115,1737434275,186.0,GENTLE_CONVEX_DOWN
2025_01_21,IS,2,GENTLE_CONCAVE_UP,SYMMETRIC,0.8709048748136493,15.541552201847,1737434275,1737442380,135.1,GENTLE_CONCAVE_UP
2025_01_21,IS,3,FLATLINE,NONE,0.0,11.015192849437032,1737442380,1737446720,72.3,FLATLINE
2025_01_21,IS,4,GENTLE_LINEAR_UP,NONE,0.9554310193484378,22.117074321649035,1737446720,1737466200,324.7,GENTLE_LINEAR_UP
2025_01_21,IS,5,FLATLINE,NONE,0.382790072214323,17.048524766845762,1737466200,1737471600,90.0,FLATLINE
2025_01_21,IS,6,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9415767155625704,49.40546107476062,1737471600,1737482400,180.0,GENTLE_CONVEX_DOWN
2025_01_21,IS,7,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9785666383739878,34.75976117316782,1737482400,1737495065,211.1,GENTLE_CONCAVE_UP
2025_01_21,IS,8,FLATLINE,NONE,0.0,17.39441168089953,1737495065,1737495900,13.9,FLATLINE
2025_01_21,IS,9,GENTLE_LINEAR_UP,NONE,0.9568704365437446,25.696378920500667,1737495900,1737503995,134.9,GENTLE_LINEAR_UP
2025_01_22,IS,0,NOISE,NONE,-2.0,8.151174258803394,1737504000,1737507975,66.2,NOISE
2025_01_22,IS,1,GENTLE_LINEAR_UP,NONE,0.9781412923235562,9.17714076624442,1737509950,1737531350,356.7,GENTLE_LINEAR_UP
2025_01_22,IS,2,FLATLINE,NONE,0.0,6.706923667113051,1737531350,1737535500,69.2,FLATLINE
2025_01_22,IS,3,GENTLE_LINEAR_UP,NONE,0.9621412617860094,23.41686647143925,1737535500,1737575100,660.0,GENTLE_LINEAR_UP
2025_01_22,IS,4,GENTLE_LINEAR_DOWN,NONE,0.994212815287574,19.48699706807089,1737575100,1737590395,254.9,GENTLE_LINEAR_DOWN
2025_01_23,IS,0,NOISE,NONE,-2.0,8.301697290030688,1737590400,1737594850,74.2,NOISE
2025_01_23,IS,1,FLATLINE,FRONT_SKEWED,0.926212402687253,6.434637812525577,1737596495,1737607885,189.8,FLATLINE
2025_01_23,IS,2,NOISE,NONE,0.8164391907269127,5.46421856901277,1737607885,1737615600,128.6,NOISE
2025_01_23,IS,3,GENTLE_LINEAR_DOWN,NONE,0.9782298006412032,17.178287468724587,1737615600,1737634815,320.2,GENTLE_LINEAR_DOWN
2025_01_23,IS,4,FLATLINE,NONE,0.5943125128019598,8.29140449054173,1737634815,1737641700,114.8,FLATLINE
2025_01_23,IS,5,GENTLE_LINEAR_UP,NONE,0.9821975823482938,14.8963219599632,1737641700,1737662400,345.0,GENTLE_LINEAR_UP
2025_01_23,IS,6,FLATLINE,NONE,0.0,14.844697946320428,1737662400,1737663300,15.0,FLATLINE
2025_01_23,IS,7,GENTLE_LINEAR_UP,NONE,0.9915959705623484,26.997949085017733,1737663300,1737676795,224.9,GENTLE_LINEAR_UP
2025_01_24,IS,0,NOISE,NONE,-2.0,1.887277853493444,1737676800,1737681530,78.8,NOISE
2025_01_24,IS,1,GENTLE_LINEAR_UP,NONE,0.9022929865262556,14.095968707282116,1737682725,1737692605,164.7,GENTLE_LINEAR_UP
2025_01_24,IS,2,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9659064975519964,12.259272910335108,1737692605,1737713340,345.6,GENTLE_CONVEX_DOWN
2025_01_24,IS,3,GENTLE_LINEAR_UP,NONE,0.9695151500654164,12.403155900729564,1737713340,1737733500,336.0,GENTLE_LINEAR_UP
2025_01_24,IS,4,GENTLE_LINEAR_DOWN,NONE,0.9747108160455842,31.25790751215295,1737733500,1737755995,374.9,GENTLE_LINEAR_DOWN
2025_01_26,IS,0,NOISE,NONE,-2.0,22.86102899386784,1737932400,1737935995,59.9,NOISE
2025_01_27,IS,0,NOISE,NONE,-2.0,14.106737690950814,1737936000,1737939660,61.0,NOISE
2025_01_27,IS,1,STEEP_LINEAR_DOWN,NONE,0.9765262448572256,61.834443442600666,1737941445,1737985500,734.2,STEEP_LINEAR_DOWN
2025_01_27,IS,2,STEEP_CONCAVE_UP,SYMMETRIC,0.9633535472057662,82.36173660324125,1737985500,1738000800,255.0,STEEP_CONCAVE_UP
2025_01_27,IS,3,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9671625501310472,46.046220705881375,1738000800,1738011600,180.0,GENTLE_CONVEX_DOWN
2025_01_27,IS,4,STEEP_LINEAR_UP,NONE,0.98614990778668,61.69161679729621,1738011600,1738022395,179.9,STEEP_LINEAR_UP
2025_01_28,IS,0,NOISE,NONE,-2.0,9.071778604137798,1738022400,1738026410,66.8,NOISE
2025_01_28,IS,1,FLATLINE,NONE,0.8376888826155217,21.53252166146368,1738028305,1738035900,126.6,FLATLINE
2025_01_28,IS,2,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.8928557664047801,21.962885870272373,1738035900,1738038600,45.0,GENTLE_CONCAVE_DOWN
2025_01_28,IS,3,NOISE,NONE,0.2273386399236424,19.94822790548578,1738038600,1738040400,30.0,NOISE
2025_01_28,IS,4,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.8623033846421253,9.412084439512462,1738040400,1738041835,23.9,GENTLE_CONCAVE_DOWN
2025_01_28,IS,5,NOISE,NONE,0.8479959842321344,9.75029262856339,1738041835,1738042915,18.0,NOISE
2025_01_28,IS,6,FLATLINE,NONE,0.0,11.62504072980838,1738043100,1738044010,15.2,FLATLINE
2025_01_28,IS,7,GENTLE_LINEAR_DOWN,NONE,0.860916064775327,11.509467169200846,1738044010,1738045505,24.9,GENTLE_LINEAR_DOWN
2025_01_28,IS,8,FLATLINE,NONE,0.0,10.258212279080734,1738045505,1738049970,74.4,FLATLINE
2025_01_28,IS,9,GENTLE_LINEAR_UP,NONE,0.9807266384783256,29.216388445008885,1738049970,1738066565,276.6,GENTLE_LINEAR_UP
2025_01_28,IS,10,GENTLE_LINEAR_DOWN,NONE,0.9633232396489868,41.84203417438712,1738066565,1738078200,193.9,GENTLE_LINEAR_DOWN
2025_01_28,IS,11,STEEP_CONCAVE_UP,SYMMETRIC,0.9693662425854144,55.44536054872638,1738078200,1738108795,509.9,STEEP_CONCAVE_UP
2025_01_29,IS,0,NOISE,NONE,-2.0,3.1276043663472137,1738108800,1738113520,78.7,NOISE
2025_01_29,IS,1,GENTLE_LINEAR_UP,NONE,0.9841301448950972,18.894851506332863,1738115795,1738144940,485.8,GENTLE_LINEAR_UP
2025_01_29,IS,2,FLATLINE,NONE,0.0,10.287760379272074,1738144940,1738145700,12.7,FLATLINE
2025_01_29,IS,3,NOISE,NONE,0.4296558374372906,10.266063283237322,1738145975,1738147500,25.4,NOISE
2025_01_29,IS,4,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9125915391619868,9.410043919373734,1738147500,1738149965,41.1,GENTLE_CONCAVE_DOWN
2025_01_29,IS,5,FLATLINE,NONE,0.0,8.52172435718644,1738149965,1738154250,71.4,FLATLINE
2025_01_29,IS,6,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.879920118401185,8.694101256824181,1738154250,1738155945,28.2,GENTLE_CONCAVE_DOWN
2025_01_29,IS,7,GENTLE_LINEAR_DOWN,NONE,0.9716905876043178,36.02108112440977,1738155945,1738181700,429.2,GENTLE_LINEAR_DOWN
2025_01_29,IS,8,GENTLE_LINEAR_UP,NONE,0.9678493217844188,49.88340519196143,1738181700,1738195195,224.9,GENTLE_LINEAR_UP
2025_01_30,IS,0,NOISE,NONE,-2.0,12.94205031589593,1738195200,1738199390,69.8,NOISE
2025_01_30,IS,1,GENTLE_LINEAR_UP,NONE,0.9600396394241716,24.19533604392228,1738201135,1738217700,276.1,GENTLE_LINEAR_UP
2025_01_30,IS,2,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9333484188576336,11.090649330911155,1738217700,1738225410,128.5,GENTLE_CONVEX_DOWN
2025_01_30,IS,3,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9539199208498766,21.46315634315881,1738225410,1738233335,132.1,GENTLE_CONCAVE_UP
2025_01_30,IS,4,GENTLE_LINEAR_DOWN,NONE,0.9598441013912392,21.868733245475525,1738233335,1738244775,190.7,GENTLE_LINEAR_DOWN
2025_01_30,IS,5,FLATLINE,NONE,0.0,21.376130886777386,1738244775,1738250100,88.8,FLATLINE
2025_01_30,IS,6,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.962642614396045,60.071326670982295,1738250100,1738263600,225.0,GENTLE_CONVEX_DOWN
2025_01_30,IS,7,GENTLE_LINEAR_UP,NONE,0.9875444369433768,43.39695183887898,1738263600,1738281595,299.9,GENTLE_LINEAR_UP
2025_01_31,IS,0,NOISE,NONE,-2.0,9.009497378741983,1738281600,1738285720,68.7,NOISE
2025_01_31,IS,1,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9719959348883196,19.81663926289133,1738287480,1738300510,217.2,GENTLE_CONCAVE_UP
2025_01_31,IS,2,FLATLINE,NONE,0.0,6.3418991244379175,1738300510,1738305900,89.8,FLATLINE
2025_01_31,IS,3,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9770263253444494,16.20233712224413,1738305900,1738321200,255.0,GENTLE_CONCAVE_UP
2025_01_31,IS,4,FLATLINE,NONE,0.0,10.99430036520187,1738321200,1738322100,15.0,FLATLINE
2025_01_31,IS,5,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9124534242822856,8.88335547763001,1738322100,1738332900,180.0,GENTLE_CONCAVE_UP
2025_01_31,IS,6,FLATLINE,NONE,0.0,12.760582597436644,1738332900,1738335600,45.0,FLATLINE
2025_01_31,IS,7,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9593999210235362,44.95662337358934,1738335600,1738349100,225.0,GENTLE_CONCAVE_UP
2025_01_31,IS,8,STEEP_LINEAR_DOWN,NONE,0.9932631524934438,94.73755217634002,1738349100,1738360795,194.9,STEEP_LINEAR_DOWN
2025_02_02,IS,0,NOISE,NONE,-2.0,13.58724376621623,1738537200,1738540795,59.9,NOISE
2025_02_03,IS,0,NOISE,NONE,-2.0,30.558528579318224,1738540800,1738544445,60.8,NOISE
2025_02_03,IS,1,GENTLE_LINEAR_DOWN,NONE,0.9832189231300827,28.28318677857113,1738546255,1738562750,274.9,GENTLE_LINEAR_DOWN
2025_02_03,IS,2,GENTLE_LINEAR_UP,NONE,0.9790243165187842,34.33523952468393,1738562750,1738587630,414.7,GENTLE_LINEAR_UP
2025_02_03,IS,3,FLATLINE,NONE,0.0,26.063097363316626,1738587630,1738588500,14.5,FLATLINE
2025_02_03,IS,4,NOISE,NONE,0.777617458541959,24.77883852886244,1738588500,1738596600,135.0,NOISE
2025_02_03,IS,5,STEEP_CONCAVE_UP,SYMMETRIC,0.9905062700379952,61.42755939925016,1738596600,1738627175,509.6,STEEP_CONCAVE_UP
2025_02_04,IS,0,NOISE,NONE,-2.0,6.114450375899729,1738627200,1738631305,68.4,NOISE
2025_02_04,IS,1,GENTLE_LINEAR_DOWN,NONE,0.9872719239056182,37.59438133101357,1738632970,1738658925,432.6,GENTLE_LINEAR_DOWN
2025_02_04,IS,2,FLATLINE,NONE,0.4235011999595319,22.792993335519903,1738658925,1738668600,161.2,FLATLINE
2025_02_04,IS,3,STEEP_LINEAR_UP,NONE,0.974763774418179,46.85673183796681,1738668600,1738695600,450.0,STEEP_LINEAR_UP
2025_02_04,IS,4,NOISE,NONE,0.7267560793271237,25.794806941849963,1738695600,1738705525,165.4,NOISE
2025_02_04,IS,5,GENTLE_LINEAR_DOWN,NONE,0.969878814785598,30.554813824008143,1738705525,1738713595,134.5,GENTLE_LINEAR_DOWN
2025_02_05,IS,0,NOISE,NONE,-2.0,4.90176793142706,1738713600,1738717585,66.4,NOISE
2025_02_05,IS,1,GENTLE_LINEAR_DOWN,NONE,0.993228908880692,18.303872825730824,1738719395,1738758600,653.4,GENTLE_LINEAR_DOWN
2025_02_05,IS,2,GENTLE_LINEAR_UP,NONE,0.9877343622716298,29.297205842753897,1738758600,1738799995,689.9,GENTLE_LINEAR_UP
2025_02_06,IS,0,NOISE,NONE,-2.0,6.084163273359425,1738800000,1738816200,270.0,NOISE
2025_02_06,IS,1,FLATLINE,NONE,0.0,7.105831399341325,1738816335,1738817100,12.8,FLATLINE
2025_02_06,IS,2,GENTLE_LINEAR_UP,NONE,0.9496541340734796,14.463151216093758,1738817100,1738830380,221.3,GENTLE_LINEAR_UP
2025_02_06,IS,3,GENTLE_LINEAR_DOWN,NONE,0.9643637133855588,19.21769575857662,1738830380,1738853100,378.7,GENTLE_LINEAR_DOWN
2025_02_06,IS,4,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9791724369388408,22.00841025290067,1738853100,1738872000,315.0,GENTLE_CONCAVE_UP
2025_02_06,IS,5,GENTLE_CONVEX_UP,SYMMETRIC,0.9680407763513498,36.52144970908627,1738872000,1738886395,239.9,GENTLE_CONVEX_UP
2025_02_07,IS,0,NOISE,NONE,-2.0,3.025548300580977,1738886400,1738891135,78.9,NOISE
2025_02_07,IS,1,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9217713866761108,13.53894200801567,1738892775,1738904400,193.8,GENTLE_CONCAVE_UP
2025_02_07,IS,2,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9531418162882572,10.935288934889297,1738904400,1738916100,195.0,GENTLE_CONVEX_DOWN
2025_02_07,IS,3,FLATLINE,NONE,0.2575804490935645,9.372970747866232,1738916100,1738929600,225.0,FLATLINE
2025_02_07,IS,4,GENTLE_LINEAR_UP,NONE,0.8775128457892157,11.829383693189348,1738929600,1738941300,195.0,GENTLE_LINEAR_UP
2025_02_07,IS,5,STEEP_CONVEX_DOWN,SYMMETRIC,0.978396896220314,59.15808308172144,1738941300,1738965595,404.9,STEEP_CONVEX_DOWN
2025_02_09,IS,0,NOISE,NONE,-2.0,17.045445781544288,1739142000,1739145595,59.9,NOISE
2025_02_10,IS,0,NOISE,NONE,-2.0,5.225880499848089,1739145600,1739149450,64.2,NOISE
2025_02_10,IS,1,FLATLINE,NONE,0.2581296195879181,13.982800152886522,1739151230,1739155500,71.2,FLATLINE
2025_02_10,IS,2,GENTLE_LINEAR_UP,NONE,0.9643606286389138,11.423148176273768,1739155500,1739176205,345.1,GENTLE_LINEAR_UP
