**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

c1,c2,mean_abs_corr,mean_corr,min_corr,max_corr,n_tfs,sign_flip
price_mean_w,vol_mean_w,0.30743810075840305,-0.30743810075840305,-0.6676561688297636,-0.08466413525060389,8,False
price_velocity_1b,z_low_w,0.2838145572916944,0.2838145572916944,0.22134761338230366,0.3488661557344514,8,False
price_velocity_1b,price_velocity_w,0.28065839519600333,0.28065839519600333,0.21672248472445166,0.3509954709533261,8,False
price_velocity_1b,z_high_w,0.2767757378711979,0.2767757378711979,0.23564397556420835,0.34004004163526935,8,False
vol_velocity_1b,bar_range,0.26751048727048643,0.26751048727048643,0.1938320374658655,0.3507738692023705,8,False
body,price_velocity_w,0.25719029756083567,0.25719029756083567,0.1986234080360179,0.31566025725038693,8,False
body,z_low_w,0.25282170349752253,0.25282170349752253,0.16680258340364826,0.300730989613554,8,False
vol_sigma_w,vwap_w,0.2472810171156047,-0.2472810171156047,-0.7064431619264905,-0.04657937662502273,8,False
body,z_high_w,0.24531329331890012,0.24531329331890012,0.19198293059614369,0.2887379513507078,8,False
price_mean_w,vol_sigma_w,0.24468129023720855,-0.24468129023720855,-0.6997493263634138,-0.04653453582800151,8,False
bar_range,reversion_prob_w,0.23799544856091762,-0.23799544856091762,-0.38553725584245185,-0.1677380431440952,8,False
vol_accel_1b,vol_velocity_w,0.23748914598858326,0.2106938893637424,-0.07861871576768913,0.7610285530602473,8,True
vol_accel_w,vol_sigma_w,0.2208702292820792,0.07372392870709737,-0.27821007871011805,0.6647485664514914,8,True
bar_range,vol_accel_w,0.21496534505514048,0.21496534505514048,0.1545557257490353,0.29329686749452916,8,False
price_accel_w,z_low_w,0.2073611970288056,0.2073611970288056,0.1683451553095229,0.2706422964099826,8,False
vol_accel_w,vol_mean_w,0.20313257848838445,0.005325591083587405,-0.33438598541563075,0.566572725504729,8,True
price_accel_1b,z_se_w,0.19908010911280993,0.19908010911280993,0.0937104306936198,0.43068247908864493,8,False
vol_velocity_1b,reversion_prob_w,0.19704588462331876,-0.19704588462331876,-0.33456497046343053,-0.08370052028776448,8,False
vol_velocity_1b,vol_sigma_w,0.19410509298167208,0.13922405848955685,-0.15843060808968068,0.7533420672239876,8,True
price_velocity_w,price_accel_w,0.19080631935973136,0.19080631935973136,0.11483035089561412,0.2644473867522026,8,False
price_accel_w,z_high_w,0.18756296847490317,0.18756296847490317,0.15448312260172029,0.21363488712996648,8,False
vol_velocity_1b,vol_mean_w,0.18505234336100093,0.042058945676379876,-0.23822139039391096,0.6386805373437399,8,True
vol_velocity_1b,z_low_w,0.17912170612870865,-0.17912170612870865,-0.3211567919433179,-0.05911128445649417,8,False
vol_velocity_w,vol_mean_w,0.1690436854649718,0.16808260956954515,-0.0038443035817066645,0.6467892041601758,8,True
vol_velocity_w,reversion_prob_w,0.16122571005363226,-0.16122571005363226,-0.2799445874563649,-0.06893550930217811,8,False
vol_accel_w,reversion_prob_w,0.15537180431068184,-0.15537180431068184,-0.2569235365968606,-0.0742051772445093,8,False
vol_accel_1b,vol_sigma_w,0.1486447119718426,0.10923652683816498,-0.09026265059054796,0.6126588447514087,8,True
vol_velocity_1b,z_high_w,0.13812616359966057,0.13812616359966057,0.05196769794641952,0.39861899151843366,8,False
vol_accel_w,z_low_w,0.13592956685176077,-0.13592956685176077,-0.3012631585809903,-0.05500075694359755,8,False
vol_accel_1b,bar_range,0.13277460178544093,0.13277460178544093,0.08432371253828573,0.21841621728399802,8,False
z_low_w,reversion_prob_w,0.13084949697451234,0.13084949697451234,0.030928930563423385,0.19387536007972817,8,False
hurst_w,swing_noise_w,0.12112468438334359,0.0907957380815739,-0.1213157852070788,0.20946828517555485,8,True
bar_range,price_velocity_w,0.1097994009840581,-0.1097994009840581,-0.2778083331847617,-0.023248670130624594,8,False
vol_accel_w,z_high_w,0.10765392524848116,0.10765392524848116,0.04286631906774502,0.3490276870663109,8,False
bar_range,z_low_w,0.10765391037976377,-0.10765391037976377,-0.24737262657613276,-0.026090599379125154,8,False
vol_accel_1b,reversion_prob_w,0.10718295770970776,-0.10718295770970776,-0.1760604459463698,-0.04286771421891984,8,False
price_velocity_w,vol_mean_w,0.1063445860464752,-0.1063445860464752,-0.3058918888195659,-0.019554346481109163,8,False
vol_accel_1b,z_high_w,0.10416460798834887,0.10416460798834887,0.051741641979945525,0.3078258610938229,8,False
price_velocity_w,SE_high_w,0.10298535272431378,0.03923990759128095,-0.25498178053213133,0.1776535601806322,8,True
vol_accel_1b,vol_mean_w,0.10220217137823902,0.07427686354785124,-0.043602033570735686,0.5216164002256318,8,True
vol_velocity_w,price_sigma_w,0.10196479746792336,0.10196479746792336,0.05830618850159279,0.1594525456189791,8,False
price_velocity_w,vol_sigma_w,0.10088834404413005,-0.10088834404413005,-0.3456717108753558,-0.013714061022545172,8,False
bar_range,z_high_w,0.10029769325517107,0.10029769325517107,0.04285942826595573,0.28160668941333844,8,False
vol_accel_1b,z_low_w,0.09484988361125157,-0.09484988361125157,-0.21106047825997612,-0.054456528928062735,8,False
price_velocity_w,vol_velocity_w,0.0944562667393055,-0.0944562667393055,-0.3050209455724692,-0.02640663563797128,8,False
z_high_w,reversion_prob_w,0.0915427314398636,-0.0915427314398636,-0.20311180546504556,-0.04357047308504836,8,False
SE_high_w,hurst_w,0.08123814161594552,-0.06291650320611038,-0.25972685540927487,0.03945715025412257,8,True
price_mean_w,hurst_w,0.0802243582643288,-0.009798349547095457,-0.13635619546600838,0.2773826976627799,8,True
price_accel_1b,z_high_w,0.07902046656621066,-0.06055341860146297,-0.1180342797817607,0.0738681918589908,8,True
vwap_w,hurst_w,0.0789974973903874,-0.009853822140057372,-0.135966633250157,0.27211983411793617,8,True
SE_low_w,hurst_w,0.0758122947101121,-0.06767030540219031,-0.24411305490962115,0.029224735703364747,8,True
vol_velocity_w,SE_high_w,0.07577383735676842,0.07577383735676842,0.022739700473505844,0.1638245434014998,8,False
hurst_w,reversion_prob_w,0.07515739016958554,0.07515739016958554,0.03840624534874554,0.13100908503991254,8,False
price_accel_w,SE_high_w,0.07474629076967435,0.07268912525845876,-0.00822866204486231,0.2916435162080321,8,True
price_velocity_w,price_sigma_w,0.07397425037035295,-0.008567520029111573,-0.16186343749104204,0.10978125345695618,8,True
price_velocity_1b,SE_high_w,0.07344308920768676,0.07108308266190508,-0.009440026183126757,0.2551462398730741,8,True
z_low_w,SE_high_w,0.06999549229411509,0.06999549229411509,0.013999936893881921,0.234570191627745,8,False
price_accel_1b,z_low_w,0.06765637875081162,-0.06687429339511977,-0.11379480330254402,0.0031283414227674267,8,True
vol_velocity_w,SE_low_w,0.06733667880641023,0.06733667880641023,0.0340475242693818,0.10153957129834698,8,False
body,reversion_prob_w,0.06603939736091816,0.02671031907274623,-0.15731631315268774,0.10138333226355882,8,True
price_sigma_w,hurst_w,0.06322053721260822,0.016803740948745476,-0.1290466356411497,0.1377478031210307,8,True
body,SE_high_w,0.06321117311417591,0.06039241601887206,-0.009310630571443435,0.2280952867232488,8,True
vol_velocity_w,z_low_w,0.06000020970188269,-0.06000020970188269,-0.1383053670327457,-0.004589015870385516,8,False
bar_range,price_accel_w,0.059924897990424046,0.0436835697210768,-0.041557790575842364,0.3122161731636495,8,True
bar_range,body,0.0599219825830781,0.023791452752557275,-0.07208596278457508,0.23345562157478272,8,True
price_velocity_1b,reversion_prob_w,0.059536063022666834,0.011433690223769832,-0.192409491195588,0.07299510214592428,8,True
vol_accel_w,price_sigma_w,0.05926385565719358,-0.03958904916803477,-0.12827168590905286,0.06649217544538343,8,True
z_low_w,SE_low_w,0.059202399740379295,0.059202399740379295,0.01553055712253651,0.200197580788218,8,False
z_se_w,reversion_prob_w,0.05764357661724074,0.03745248859671802,-0.08076435208209087,0.09744272685691222,8,True
vol_accel_w,SE_high_w,0.05305960558663515,-0.037163352542206124,-0.128603088817276,0.049296305352946976,8,True
price_velocity_1b,vol_velocity_1b,0.052939903783286224,-0.03688990462772338,-0.0676581742542615,0.06419999662225138,8,True
price_velocity_w,SE_low_w,0.05271071005109225,-0.027451067767694466,-0.16799577380602332,0.05493014763857346,8,True
vol_accel_w,SE_low_w,0.052704634726664715,-0.030554411350161792,-0.13217024789623852,0.06401288058207302,8,True
price_velocity_1b,bar_range,0.05225080590428242,0.013759532828828613,-0.06852976862356949,0.21255898368279047,8,True
vol_mean_w,z_low_w,0.05190724681656934,0.05190724681656934,0.0010652725487212073,0.1473267441994716,8,False
bar_range,hurst_w,0.05174953806114591,0.032124453696263586,-0.06587739818528203,0.11248870616536386,8,True
vol_velocity_1b,body,0.05125637269320554,-0.04387055488438967,-0.07265650506146737,0.02954327123526348,8,True
vol_velocity_1b,price_sigma_w,0.050885070077278986,-0.03244131268268184,-0.09952899336510632,0.07377502957838858,8,True
price_accel_1b,vol_accel_1b,0.050558908908296056,-0.026943803326117323,-0.05923187801788727,0.09446042232871493,8,True
price_velocity_1b,vol_accel_1b,0.049324872530766305,-0.024381071708482797,-0.06827456713425346,0.09977520328913402,8,True
price_sigma_w,z_low_w,0.047467909802040166,0.047467909802040166,0.010789104706596801,0.14892772605697085,8,False
price_accel_w,price_sigma_w,0.04734587003705916,0.0362676014193572,-0.026406107538746285,0.2011118730681011,8,True
vol_accel_1b,body,0.04669661633920391,-0.02840520841627995,-0.06435880205526624,0.07316563169169585,8,True
price_accel_w,vol_accel_w,0.04575691426017663,-0.0446684377608841,-0.07646945282270372,0.004353905997170132,8,True
vol_velocity_1b,SE_low_w,0.045533242919177375,-0.022326136926590304,-0.1065528796331391,0.07548478337164576,8,True
vol_mean_w,hurst_w,0.0453922149025125,0.023767212493019226,-0.04287616223248482,0.08700988010604027,8,True
z_se_w,SE_high_w,0.04525832598942704,0.045147881888061486,-0.00044177640546221665,0.17752196539504897,8,True
vol_velocity_w,z_high_w,0.04471171503914549,0.040833639641028964,-0.015512301592466133,0.19799340293016618,8,True
vol_velocity_1b,SE_high_w,0.04378863530074203,-0.029359984741728413,-0.10805616669393465,0.057714602236054444,8,True
price_accel_1b,bar_range,0.043427400263594144,0.03318534515628156,-0.026967624165934432,0.16096777482557456,8,True
price_velocity_w,vwap_w,0.04316990058402086,0.04316990058402086,0.006308059391436056,0.15682351285128937,8,False
price_velocity_w,swing_noise_w,0.04292642742842725,-0.005716312637584924,-0.08848731338389172,0.058888824952186,8,True
vol_velocity_1b,price_accel_w,0.04211716195370992,-0.0367660749084559,-0.06109636826544117,0.021404348181016084,8,True
vol_accel_1b,price_accel_w,0.041198728448996455,-0.021381997397612495,-0.06755585465649715,0.07926692420553583,8,True
price_accel_1b,reversion_prob_w,0.040201822932876115,-0.0008466964346216799,-0.16419407746999118,0.048402586127043845,8,True
price_velocity_w,price_mean_w,0.03851220221083243,0.03851220221083243,0.005509841026963499,0.14738840615686186,8,False
vol_mean_w,reversion_prob_w,0.03753952795767006,0.032095108865502,-0.015307623811129191,0.10603658867999592,8,True
vol_sigma_w,reversion_prob_w,0.037198393057496296,-0.0013379280305993967,-0.0426072609598192,0.069962874369737,8,True
vol_sigma_w,hurst_w,0.03633665367162311,0.030304631082145247,-0.024128090357911445,0.09427873848860002,8,True
body,vol_accel_w,0.035918638478465215,-0.028151895970457426,-0.054115248461919827,0.031066970032031162,8,True
vol_velocity_1b,z_se_w,0.03536450761544844,-0.03383545114858568,-0.08592265507197604,0.006116225867451034,8,True
price_accel_w,SE_low_w,0.035211364123858835,0.017440582650351526,-0.025531320021037304,0.14813933050293376,8,True
body,SE_low_w,0.03463143140716527,-0.03463143140716527,-0.04968265673145006,-0.019461171588583456,8,False
price_velocity_1b,vol_accel_w,0.03456584121662758,-0.025749616745389368,-0.048411015394417264,0.03526489788495285,8,True
price_accel_1b,SE_high_w,0.0345568353739201,0.02900646643558586,-0.022201475753336926,0.16665866753255687,8,True
price_velocity_w,z_high_w,0.03439634211621399,-0.006097839743142197,-0.05144909814462808,0.0919976559806104,8,True
vol_velocity_w,swing_noise_w,0.034165165230866885,-0.007432449215226674,-0.10160532865476628,0.04817592631553515,8,True
vol_sigma_w,z_low_w,0.03315340092928777,0.029756632135624093,-0.009278116648968899,0.08037191557246032,8,True
price_velocity_w,hurst_w,0.03264126296712415,-0.0316246877806874,-0.09847814543424098,0.004066300745746977,8,True
z_high_w,SE_low_w,0.0322107012405886,0.010660572821869722,-0.03777293764210334,0.11041595999525125,8,True
price_velocity_w,reversion_prob_w,0.03164206256212922,0.012662943601562067,-0.0759164758422686,0.08422279791886886,8,True
price_velocity_1b,price_sigma_w,0.03096952009743508,0.010517011317172769,-0.03909865340996134,0.07996575726131426,8,True
price_accel_w,vol_velocity_w,0.030676287602361803,-0.019954237933979938,-0.04251238812210272,0.04288819867352746,8,True
price_accel_w,vol_mean_w,0.03042943441225897,0.02561104687640351,-0.019273550143421834,0.11562903141354113,8,True
price_velocity_w,z_low_w,0.029757658054276732,-0.0013590928816694524,-0.050742167020760155,0.09590863214861006,8,True
vol_sigma_w,z_high_w,0.029741020160306747,0.006179705555144314,-0.06664935742556624,0.07745680219893145,8,True
price_velocity_w,z_se_w,0.029632632243847688,0.0032784134142215923,-0.05284833254377499,0.10262420261783464,8,True
bar_range,z_se_w,0.029564412765413432,-0.003623484867999887,-0.051342959499036306,0.10376371158965418,8,True
price_accel_w,reversion_prob_w,0.029106777872565038,0.01563583577843404,-0.05388376837652399,0.0561253171995757,8,True
body,vol_velocity_w,0.02898911546303531,-0.02898911546303531,-0.05243296307427723,-0.007803231965200134,8,False
price_accel_1b,vol_velocity_1b,0.02889313068454359,-0.014103599886301268,-0.04165296383947947,0.059158123192969286,8,True
price_velocity_1b,vol_velocity_w,0.027941861493958744,-0.027941861493958744,-0.04704695341522307,-0.006452470084708733,8,False
vol_accel_w,z_se_w,0.02704173901277398,-0.018632032777200526,-0.047461814388438536,0.033638824942293824,8,True
vol_accel_w,swing_noise_w,0.026062047106092737,-0.0038896612147080794,-0.02832306120255087,0.05167868228973273,8,True
price_accel_1b,SE_low_w,0.025826566343641923,-0.025826566343641923,-0.09963000808013087,-0.0037996982385775147,8,False
price_velocity_1b,vol_sigma_w,0.025701012457273163,-0.025701012457273163,-0.07874057563493676,-0.0029490895661140283,8,False
price_accel_1b,vol_accel_w,0.02568877083869637,-0.0032575002311670907,-0.03364740681362267,0.07231582610579848,8,True
price_accel_1b,price_velocity_w,0.02512282558842134,-0.00542619012128865,-0.0663553121325262,0.0437544820114709,8,True
body,price_sigma_w,0.024835740131388846,0.006251284265054967,-0.028632699145293886,0.06729118539011439,8,True
z_se_w,hurst_w,0.02478871148895722,-0.00803084112995667,-0.10871026183164,0.03600739230670223,8,True
z_low_w,hurst_w,0.02470752982863899,-0.005467495559177284,-0.10116174206835878,0.04785655026612888,8,True
vol_velocity_1b,swing_noise_w,0.023571101773899046,-0.007647485933312077,-0.04324799049993767,0.04880652126618199,8,True
price_velocity_1b,SE_low_w,0.02332340708006857,-0.02049213692614381,-0.0586049538661618,0.01132508061569905,8,True
price_accel_1b,vol_velocity_w,0.023311797322872196,0.016859804200849204,-0.025807972488091965,0.10992257625388256,8,True
z_high_w,SE_high_w,0.023230959645484026,0.015169966008833554,-0.016783673568594726,0.09201732476351494,8,True
price_sigma_w,z_high_w,0.023197394995976582,-0.01623638540697726,-0.052048067891937,0.027844038355997285,8,True
price_accel_w,price_mean_w,0.022724750019363554,-0.01653864579592398,-0.06852388389470213,0.01587816126494896,8,True
vol_mean_w,z_high_w,0.022574257557459298,-0.004445497273819345,-0.07502200523877817,0.037104941697628666,8,True
vol_accel_1b,SE_low_w,0.02243461108949355,-0.00540916649113622,-0.03967447949361247,0.051403841428698076,8,True
price_mean_w,z_low_w,0.022432357714589707,-0.022432357714589707,-0.08103103650123872,-0.0003739815786780996,8,False
z_high_w,hurst_w,0.02232996293598534,-0.009619612544721295,-0.09417990668301685,0.017096471952913524,8,True
body,vol_sigma_w,0.020829226416294526,-0.020829226416294526,-0.06535962607071864,-1.9316839232420526e-05,8,False
price_accel_w,vol_sigma_w,0.020765059020092638,0.012620303814663551,-0.02902121073564616,0.07422392269286071,8,True
vol_accel_1b,SE_high_w,0.02054947862891162,-0.007086353706153312,-0.03418353355947367,0.03647397541734693,8,True
vol_accel_1b,price_sigma_w,0.020314245439079212,-0.00331759703492065,-0.035872495179767136,0.05079909418879231,8,True
SE_low_w,reversion_prob_w,0.020219065693079352,0.015454413376655773,-0.013546644015298101,0.07131818149871556,8,True
price_sigma_w,reversion_prob_w,0.020182896312896766,-0.010680026767160962,-0.029869457840290162,0.02234760383874064,8,True
vwap_w,z_low_w,0.01997212646244406,-0.01997212646244406,-0.07067299690593898,-0.0002610095829252402,8,False
z_se_w,SE_low_w,0.019713410146171652,0.019713410146171652,0.0011606574838064283,0.07141264351702228,8,False
vol_velocity_w,hurst_w,0.01956251910093695,-0.019324108061675956,-0.04203291179521351,0.0009536441570439806,8,True
price_accel_w,vwap_w,0.01940443945143633,-0.013202749171877725,-0.05252551868615937,0.015911946961596393,8,True
vol_velocity_w,z_se_w,0.018366723282300924,-0.007010257627114849,-0.05267265247893782,0.0454258626207443,8,True
body,hurst_w,0.018096026219844952,-0.01660281979979903,-0.06938354423992667,0.002858323381149685,8,True
price_velocity_1b,swing_noise_w,0.017771290716177543,0.0018102656901568294,-0.023363874385714536,0.028690634947885655,8,True
reversion_prob_w,swing_noise_w,0.017197737001905578,-0.011305539305885695,-0.09866225283010323,0.01132178846226071,8,True
price_velocity_1b,vol_mean_w,0.016917046165391705,-0.01682492669775958,-0.03825340200176768,0.0003684778705284941,8,True
body,swing_noise_w,0.016599974872004805,0.003178313528777914,-0.02247953931935859,0.04421596247144876,8,True
vol_accel_1b,price_velocity_w,0.016597075483105666,0.0035820487106138794,-0.026933376182007394,0.06761440525708982,8,True
vol_accel_1b,z_se_w,0.016367800936010146,-0.011993408237618523,-0.04574917596923886,0.017497570793566484,8,True
vol_mean_w,z_se_w,0.01617104947733083,0.014786985904684783,-0.0036344169368333996,0.05211857828625069,8,True
price_velocity_1b,hurst_w,0.015477886323525238,-0.014460802148424457,-0.058885137754068666,0.0027348320326827727,8,True
vol_velocity_1b,price_velocity_w,0.01536436156754389,-0.01237716041298539,-0.02695260450172919,0.011948804618234003,8,True
price_accel_w,hurst_w,0.014866691832244799,-0.0010733741898541057,-0.05166175817490141,0.053950514170723426,8,True
price_velocity_w,vol_accel_w,0.014826694424269735,-0.012021441297183034,-0.03088689952595338,0.01122101250834681,8,True
SE_high_w,reversion_prob_w,0.014698616396037688,0.0135002933319546,-0.0035924361207326744,0.04456942175262692,8,True
vol_accel_w,hurst_w,0.013498648587877365,-0.006396519204790714,-0.05588009496484609,0.015196650279029434,8,True
vol_velocity_1b,hurst_w,0.013195000162883929,-0.006849440920648789,-0.07039168542384212,0.010783774363222207,8,True
price_mean_w,z_high_w,0.01312601416586611,-0.013085352802439306,-0.038437974971074776,0.00016264545370721847,8,True
price_accel_1b,vol_sigma_w,0.012254312585475158,-0.007738125890085933,-0.04932126477774976,0.00655953575757017,8,True
vol_sigma_w,z_se_w,0.01222762379020838,0.007703957926801121,-0.007489067592523381,0.055482045066519055,8,True
price_mean_w,z_se_w,0.011932252995516228,-0.011932252995516228,-0.03644792822189244,-0.001495872490759693,8,False
vwap_w,z_high_w,0.01153238230024507,-0.011480897749738095,-0.036043527154795925,0.00020593820202789712,8,True
z_high_w,swing_noise_w,0.01145689877409185,-0.0011625440771000292,-0.012081848145679084,0.040719141424705986,8,True
vol_accel_1b,swing_noise_w,0.011391600906529688,0.005752206094996538,-0.00905999403513504,0.03361400150259857,8,True
vwap_w,z_se_w,0.009736529274254179,-0.009736529274254179,-0.036239090048587545,-0.0014482521876109618,8,False
price_accel_w,swing_noise_w,0.009660654940286914,0.0031904075086055497,-0.019122500653090544,0.022981655384571677,8,True
price_sigma_w,z_se_w,0.009317415438828218,0.007760690045208784,-0.006226901574477737,0.04446729706323464,8,True
vol_velocity_w,vwap_w,0.009099405726542695,0.008211127844128937,-0.003553111529655029,0.038670053348164826,8,True
body,price_mean_w,0.009069527436227643,-0.004622295145002375,-0.01984792510146049,0.009225349224255039,8,True
price_accel_1b,price_sigma_w,0.008987550872556618,-0.00021426985299391986,-0.017506409834142474,0.013992864541285524,8,True
z_low_w,swing_noise_w,0.008639566630394783,0.007370481371435836,-0.0025958725478389196,0.032015133119191366,8,True
body,vol_mean_w,0.008425642037543979,-0.007620382842882794,-0.032940022099222026,0.0019655664434903267,8,True
vol_velocity_w,price_mean_w,0.008381074977635305,0.007506732422919907,-0.003497370218861597,0.03272708125521661,8,True
price_mean_w,reversion_prob_w,0.008151736993469121,-0.0003301950375895562,-0.021852947491579348,0.02181890875320554,8,True
price_accel_1b,vol_mean_w,0.007969866366889823,-0.00509676626507253,-0.02686545392211152,0.006174144120206397,8,True
vwap_w,reversion_prob_w,0.007768951737062696,-0.0008242293825260669,-0.02170567601488476,0.018194335737890584,8,True
vol_accel_w,vwap_w,0.007278026479832472,0.005397183709126218,-0.007180795424973752,0.035306042027534214,8,True
vol_accel_w,price_mean_w,0.0068413037241482205,0.004971558064409475,-0.007157582437213608,0.03319830245183172,8,True
vol_accel_1b,hurst_w,0.006779953893270206,-0.001554293333962046,-0.027301945690036248,0.007404401616395097,8,True
price_velocity_1b,price_mean_w,0.00668648141858723,-0.00123577992752112,-0.010642311485483917,0.00963048665758945,8,True
price_accel_1b,swing_noise_w,0.006546304712592727,-0.0016320614316552883,-0.01973707198111458,0.013921940918590992,8,True
body,vwap_w,0.006403248234886169,-0.0018422717061185522,-0.009176019264918388,0.009344764327563263,8,True
price_velocity_1b,vwap_w,0.005085311105817815,0.002280501478216731,-0.004744216063936452,0.00974457738929785,8,True
price_accel_1b,hurst_w,0.004853534673381814,-0.0006857120824396909,-0.013132237953773045,0.007447789912963375,8,True
price_accel_1b,vwap_w,0.004848228925628155,0.0029942349568045736,-0.003859585882959427,0.01897188131200489,8,True
