entry_i,exit_i,dir,entry,exit,pts,reason,day,usd
325,330,-1,30114.5,30121.0,-7.39,theme,2026_05_26,-14.78
351,359,-1,30109.0,30116.25,-8.14,theme,2026_05_26,-16.28
436,453,-1,30100.25,30105.5,-6.14,theme,2026_05_26,-12.28
545,546,-1,30094.75,30087.25,6.61,target,2026_05_26,13.22
583,596,-1,30073.75,30056.75,16.11,target,2026_05_26,32.22
614,623,-1,30069.5,30081.5,-12.89,theme,2026_05_26,-25.78
1113,1159,1,30298.75,30278.5,-21.14,theme,2026_05_26,-42.28
1263,1267,1,30311.0,30333.0,21.11,theme,2026_05_26,42.22
229,240,1,30435.25,30418.25,-17.89,theme,2026_05_27,-35.78
280,287,1,30437.75,30451.0,12.36,target,2026_05_27,24.72
299,305,1,30435.0,30445.75,9.86,target,2026_05_27,19.72
514,549,-1,30362.5,30407.25,-45.64,theme,2026_05_27,-91.28
705,715,1,30491.75,30502.25,9.61,target,2026_05_27,19.22
846,853,1,30561.5,30571.25,8.86,theme,2026_05_27,17.72
892,904,1,30567.75,30560.25,-8.39,theme,2026_05_27,-16.78
999,1017,-1,30287.5,30220.25,66.36,target,2026_05_27,132.72
1032,1036,-1,30267.75,30216.5,50.36,target,2026_05_27,100.72
1054,1056,-1,30267.0,30230.25,35.86,target,2026_05_27,71.72
1073,1092,-1,30209.5,30285.75,-77.14,theme,2026_05_27,-154.28
1148,1149,-1,30227.5,30217.75,8.86,target,2026_05_27,17.72
1160,1195,-1,30240.0,30281.0,-41.89,theme,2026_05_27,-83.78
84,92,1,30332.5,30327.5,-5.89,theme,2026_05_28,-11.78
297,333,-1,30279.75,30179.0,99.86,target,2026_05_28,199.72
370,372,-1,30116.75,30101.75,14.11,target,2026_05_28,28.22
394,422,-1,30086.5,30069.5,16.11,target,2026_05_28,32.22
437,438,-1,30103.75,30102.75,0.10999999999999999,theme,2026_05_28,0.21999999999999997
531,535,-1,30183.0,30189.0,-6.89,theme,2026_05_28,-13.78
685,691,1,30274.25,30264.5,-10.64,theme,2026_05_28,-21.28
936,940,1,30309.25,30277.5,-32.64,theme,2026_05_28,-65.28
1160,1162,1,30598.5,30612.0,12.61,target,2026_05_28,25.22
1177,1178,1,30584.75,30598.75,13.11,target,2026_05_28,26.22
1203,1205,1,30618.75,30630.5,10.86,target,2026_05_28,21.72
1217,1235,1,30614.0,30600.75,-14.14,theme,2026_05_28,-28.28
1292,1297,1,30607.75,30617.0,8.36,target,2026_05_28,16.72
1314,1319,1,30593.25,30610.5,16.36,target,2026_05_28,32.72
1346,1369,1,30614.0,30621.5,6.61,target,2026_05_28,13.22
70,109,1,30604.75,30601.0,-4.64,theme,2026_05_29,-9.28
220,238,-1,30534.0,30546.25,-13.14,theme,2026_05_29,-26.28
276,316,-1,30541.75,30552.0,-11.14,theme,2026_05_29,-22.28
556,566,1,30617.75,30592.25,-26.39,theme,2026_05_29,-52.78
627,634,1,30593.75,30610.25,15.61,target,2026_05_29,31.22
649,655,1,30594.0,30602.75,7.86,theme,2026_05_29,15.72
763,767,1,30630.25,30644.0,12.86,target,2026_05_29,25.72
779,781,1,30635.25,30643.0,6.86,target,2026_05_29,13.72
973,990,1,30797.0,30701.25,-96.64,theme,2026_05_29,-193.28
1043,1049,1,30686.5,30707.75,20.36,target,2026_05_29,40.72
1060,1080,1,30706.25,30657.75,-49.39,theme,2026_05_29,-98.78
1101,1104,1,30713.5,30733.75,19.36,target,2026_05_29,38.72
1114,1118,1,30722.0,30728.75,5.86,target,2026_05_29,11.72
1128,1138,1,30712.25,30686.0,-27.14,theme,2026_05_29,-54.28
1265,1292,-1,30640.75,30690.0,-50.14,theme,2026_05_29,-100.28
85,89,1,30751.5,30764.5,12.11,target,2026_06_01,24.22
184,201,1,30824.5,30843.75,18.36,target,2026_06_01,36.72
356,358,1,30839.25,30834.75,-5.39,theme,2026_06_01,-10.78
452,455,1,30852.75,30856.5,2.86,theme,2026_06_01,5.72
497,518,1,30869.5,30867.5,-2.89,theme,2026_06_01,-5.78
540,546,1,30875.0,30878.75,2.86,target,2026_06_01,5.72
561,564,1,30847.25,30834.75,-13.39,theme,2026_06_01,-26.78
605,662,-1,30789.75,30801.5,-12.64,theme,2026_06_01,-25.28
710,747,-1,30753.25,30772.25,-19.89,theme,2026_06_01,-39.78
792,833,-1,30758.25,30765.0,-7.64,theme,2026_06_01,-15.28
849,889,-1,30731.5,30774.25,-43.64,theme,2026_06_01,-87.28
913,925,-1,30637.0,30591.0,45.11,target,2026_06_01,90.22
935,961,-1,30675.25,30609.5,64.86,target,2026_06_01,129.72
976,1002,-1,30647.0,30718.25,-72.14,theme,2026_06_01,-144.28
1128,1132,1,30818.0,30839.25,20.36,target,2026_06_01,40.72
204,210,-1,30675.25,30672.0,2.36,target,2026_06_02,4.72
273,278,-1,30663.5,30673.75,-11.14,theme,2026_06_02,-22.28
339,363,-1,30633.75,30663.25,-30.39,theme,2026_06_02,-60.78
622,662,1,30848.75,30826.75,-22.89,theme,2026_06_02,-45.78
749,753,1,30848.0,30843.75,-5.14,theme,2026_06_02,-10.28
829,847,1,30838.25,30830.25,-8.89,theme,2026_06_02,-17.78
887,902,1,30847.75,30822.75,-25.89,theme,2026_06_02,-51.78
953,955,-1,30854.5,30855.0,-1.3900000000000001,theme,2026_06_02,-2.7800000000000002
991,994,1,30856.25,30898.75,41.61,target,2026_06_02,83.22
1103,1105,1,30954.5,30967.5,12.11,target,2026_06_02,24.22
1149,1174,1,30989.0,30924.75,-65.14,theme,2026_06_02,-130.28
1219,1239,1,30935.5,30913.25,-23.14,theme,2026_06_02,-46.28
1351,1379,1,31035.75,31038.75,2.11,eod,2026_06_02,4.22
273,286,1,30974.25,30972.25,-2.89,theme,2026_06_03,-5.78
321,323,1,30987.0,30992.25,4.36,theme,2026_06_03,8.72
528,536,1,30993.75,30988.0,-6.64,theme,2026_06_03,-13.28
641,655,1,31013.75,31008.75,-5.89,theme,2026_06_03,-11.78
722,726,1,31020.75,31041.25,19.61,target,2026_06_03,39.22
767,783,1,31045.75,31074.0,27.36,target,2026_06_03,54.72
860,868,1,31060.5,31053.25,-8.14,theme,2026_06_03,-16.28
979,990,-1,30995.75,31018.5,-23.64,theme,2026_06_03,-47.28
1032,1042,-1,30990.5,30963.25,26.36,target,2026_06_03,52.72
1053,1055,-1,30974.5,30935.75,37.86,target,2026_06_03,75.72
1065,1105,-1,30898.0,30844.0,53.11,target,2026_06_03,106.22
1133,1147,-1,30881.5,30847.0,33.61,target,2026_06_03,67.22
1158,1174,-1,30831.0,30874.75,-44.64,theme,2026_06_03,-89.28
62,63,-1,30741.5,30727.5,13.11,target,2026_06_04,26.22
93,95,-1,30704.5,30685.0,18.61,target,2026_06_04,37.22
114,121,-1,30707.25,30721.75,-15.39,target,2026_06_04,-30.78
425,427,1,30779.0,30782.25,2.36,theme,2026_06_04,4.72
478,525,1,30766.5,30814.25,46.86,target,2026_06_04,93.72
535,584,1,30823.25,30802.25,-21.89,theme,2026_06_04,-43.78
697,714,-1,30610.75,30632.0,-22.14,theme,2026_06_04,-44.28
747,750,-1,30585.0,30567.0,17.11,target,2026_06_04,34.22
761,763,-1,30556.75,30546.75,9.11,target,2026_06_04,18.22
783,816,-1,30534.5,30515.25,18.36,target,2026_06_04,36.72
833,851,-1,30551.0,30560.75,-10.64,theme,2026_06_04,-21.28
943,945,-1,30549.75,30522.25,26.61,target,2026_06_04,53.22
955,959,-1,30541.5,30587.0,-46.39,theme,2026_06_04,-92.78
1072,1078,1,30677.25,30696.75,18.61,theme,2026_06_04,37.22
1114,1118,1,30746.0,30758.25,11.36,target,2026_06_04,22.72
1129,1171,1,30768.0,30821.5,52.61,target,2026_06_04,105.22
1182,1259,1,30818.25,30853.75,34.61,theme,2026_06_04,69.22
1296,1306,1,30889.5,30830.25,-60.14,theme,2026_06_04,-120.28
225,232,-1,30442.75,30439.5,2.36,target,2026_06_05,4.72
308,351,-1,30487.0,30461.75,24.36,theme,2026_06_05,48.72
463,465,-1,30500.75,30490.5,9.36,target,2026_06_05,18.72
475,499,-1,30461.25,30449.0,11.36,target,2026_06_05,22.72
580,587,-1,30427.0,30426.75,-0.64,theme,2026_06_05,-1.28
669,683,-1,30453.5,30493.5,-40.89,theme,2026_06_05,-81.78
760,782,1,30516.5,30484.0,-33.39,theme,2026_06_05,-66.78
861,868,-1,30446.25,30415.5,29.86,target,2026_06_05,59.72
888,894,-1,30413.25,30383.0,29.36,target,2026_06_05,58.72
934,935,-1,30358.25,30340.0,17.36,target,2026_06_05,34.72
986,987,-1,30127.5,30113.0,13.61,target,2026_06_05,27.22
999,1001,-1,30185.25,30169.0,15.36,target,2026_06_05,30.72
1022,1027,-1,30104.25,30065.0,38.36,target,2026_06_05,76.72
1166,1196,-1,29705.75,29734.75,-29.89,theme,2026_06_05,-59.78
1267,1268,-1,29479.0,29445.5,32.61,target,2026_06_05,65.22
1308,1314,-1,29441.0,29414.0,26.11,target,2026_06_05,52.22
1367,1369,-1,29111.25,29092.25,18.11,target,2026_06_05,36.22
67,77,-1,29274.5,29267.5,6.11,target,2026_06_08,12.22
91,98,-1,29276.25,29264.0,11.36,target,2026_06_08,22.72
290,339,1,29531.5,29511.25,-21.14,theme,2026_06_08,-42.28
349,368,1,29506.75,29473.0,-34.64,theme,2026_06_08,-69.28
698,751,1,29502.5,29488.25,-15.14,theme,2026_06_08,-30.28
764,860,1,29549.25,29714.0,163.86,theme,2026_06_08,327.72
901,949,1,29800.75,29748.75,-52.89,theme,2026_06_08,-105.78
995,1065,1,29844.5,29981.0,135.61,theme,2026_06_08,271.22
1107,1114,1,29944.75,29878.0,-67.64,theme,2026_06_08,-135.28
1193,1207,1,29870.0,29903.0,32.11,target,2026_06_08,64.22
1346,1379,-1,29718.5,29732.5,-14.89,eod,2026_06_08,-29.78
121,124,-1,29727.5,29693.75,32.86,target,2026_06_09,65.72
135,152,-1,29657.0,29634.25,21.86,target,2026_06_09,43.72
164,197,-1,29626.0,29677.5,-52.39,theme,2026_06_09,-104.78
319,370,1,29843.25,29903.0,58.86,target,2026_06_09,117.72
518,533,1,29942.5,29911.75,-31.64,theme,2026_06_09,-63.28
558,575,1,29942.25,29907.5,-35.64,theme,2026_06_09,-71.28
620,629,1,29946.0,29956.75,9.86,target,2026_06_09,19.72
653,672,1,29952.75,29965.5,11.86,target,2026_06_09,23.72
696,701,1,29958.75,29977.75,18.11,target,2026_06_09,36.22
729,740,1,29954.75,29949.0,-6.64,theme,2026_06_09,-13.28
888,900,1,29975.25,30032.0,55.86,target,2026_06_09,111.72
918,929,1,30002.75,30016.25,12.61,target,2026_06_09,25.22
942,943,1,29982.25,30019.0,35.86,target,2026_06_09,71.72
959,970,1,30001.75,29927.0,-75.64,theme,2026_06_09,-151.28
996,1008,-1,29705.5,29458.0,246.61,target,2026_06_09,493.22
1037,1043,-1,29485.5,29395.25,89.36,target,2026_06_09,178.72
1142,1154,-1,28780.5,28913.25,-133.64,theme,2026_06_09,-267.28
123,161,1,29406.0,29310.75,-96.14,theme,2026_06_10,-192.28
221,227,1,29361.5,29333.75,-28.64,theme,2026_06_10,-57.28
431,438,-1,29197.0,29166.75,29.36,target,2026_06_10,58.72
451,452,-1,29200.25,29186.0,13.36,target,2026_06_10,26.72
467,469,-1,29199.0,29201.25,-3.14,target,2026_06_10,-6.28
543,562,-1,29270.0,29253.0,16.11,target,2026_06_10,32.22
702,713,-1,29055.0,29049.5,4.61,theme,2026_06_10,9.22
745,759,-1,29044.75,29092.25,-48.39,theme,2026_06_10,-96.78
798,801,-1,29016.25,28995.25,20.11,target,2026_06_10,40.22
811,812,-1,28965.0,28930.5,33.61,target,2026_06_10,67.22
830,857,-1,28935.75,28972.5,-37.64,theme,2026_06_10,-75.28
1007,1018,1,29403.5,29163.75,-240.64,theme,2026_06_10,-481.28
1086,1087,1,29104.25,29128.5,23.36,target,2026_06_10,46.72
1191,1192,-1,29038.0,29042.25,-5.14,target,2026_06_10,-10.28
1239,1243,-1,28944.0,28936.25,6.86,target,2026_06_10,13.72
89,93,-1,28682.75,28674.0,7.86,target,2026_06_11,15.72
105,106,-1,28719.25,28698.25,20.11,target,2026_06_11,40.22
310,340,1,28931.75,28969.5,36.86,target,2026_06_11,73.72
351,382,1,28999.25,29036.25,36.11,target,2026_06_11,72.22
392,439,1,29044.5,29021.0,-24.39,theme,2026_06_11,-48.78
478,491,1,29043.25,29018.5,-25.64,theme,2026_06_11,-51.28
502,564,1,29068.0,29151.5,82.61,target,2026_06_11,165.22
575,669,1,29143.75,29191.0,46.36,theme,2026_06_11,92.72
723,780,1,29193.5,29174.25,-20.14,theme,2026_06_11,-40.28
949,950,-1,29157.75,29112.25,44.61,target,2026_06_11,89.22
999,1000,-1,29076.0,29094.25,-19.14,target,2026_06_11,-38.28
1019,1045,-1,29039.25,29142.0,-103.64,theme,2026_06_11,-207.28
1231,1232,1,29502.25,29517.0,13.86,target,2026_06_11,27.72
123,126,1,29845.0,29860.0,14.11,target,2026_06_12,28.22
140,143,1,29846.75,29868.25,20.61,target,2026_06_12,41.22
180,190,1,29872.0,29849.25,-23.64,theme,2026_06_12,-47.28
260,272,1,29841.0,29799.75,-42.14,theme,2026_06_12,-84.28
417,424,1,29831.5,29821.25,-11.14,theme,2026_06_12,-22.28
459,590,-1,29758.25,29665.0,92.36,theme,2026_06_12,184.72
735,744,1,29916.25,29868.5,-48.64,theme,2026_06_12,-97.28
797,826,1,29898.5,29931.5,32.11,target,2026_06_12,64.22
846,855,1,29896.5,29883.25,-14.14,theme,2026_06_12,-28.28
1062,1072,1,29916.75,29826.5,-91.14,theme,2026_06_12,-182.28
1119,1134,1,29892.0,29952.5,59.61,target,2026_06_12,119.22
1249,1286,1,29991.0,29979.5,-12.39,theme,2026_06_12,-24.78
1329,1332,1,29991.75,30002.75,10.11,target,2026_06_12,20.22
1347,1373,1,29990.75,29964.75,-26.89,theme,2026_06_12,-53.78
115,116,1,30334.0,30343.0,8.11,target,2026_06_15,16.22
164,188,1,30441.25,30450.5,8.36,target,2026_06_15,16.72
202,207,1,30443.25,30455.0,10.86,target,2026_06_15,21.72
304,318,1,30495.5,30515.75,19.36,target,2026_06_15,38.72
349,360,1,30496.25,30487.5,-9.64,theme,2026_06_15,-19.28
499,504,1,30525.5,30545.25,18.86,target,2026_06_15,37.72
517,522,1,30527.25,30544.75,16.61,target,2026_06_15,33.22
543,548,1,30533.0,30559.5,25.61,target,2026_06_15,51.22
567,568,1,30546.25,30559.5,12.36,target,2026_06_15,24.72
676,679,1,30571.0,30566.5,-5.39,theme,2026_06_15,-10.78
740,769,1,30554.0,30556.0,1.1099999999999999,theme,2026_06_15,2.2199999999999998
826,831,1,30580.75,30603.75,22.11,target,2026_06_15,44.22
842,846,1,30602.5,30596.0,-7.39,theme,2026_06_15,-14.78
913,926,1,30595.25,30625.75,29.61,target,2026_06_15,59.22
1129,1131,1,30859.75,30863.75,3.11,target,2026_06_15,6.22
1175,1208,1,30875.25,30848.25,-27.89,theme,2026_06_15,-55.78
1244,1272,1,30882.0,30858.5,-24.39,theme,2026_06_15,-48.78
165,170,-1,30810.0,30788.0,21.11,target,2026_06_16,42.22
199,227,-1,30777.0,30795.5,-19.39,theme,2026_06_16,-38.78
258,284,-1,30786.0,30795.25,-10.14,theme,2026_06_16,-20.28
312,327,-1,30790.5,30819.0,-29.39,theme,2026_06_16,-58.78
443,469,1,30835.5,30820.0,-16.39,theme,2026_06_16,-32.78
522,534,1,30822.0,30827.75,4.86,theme,2026_06_16,9.72
587,588,1,30816.75,30816.0,-1.6400000000000001,theme,2026_06_16,-3.2800000000000002
642,645,1,30872.25,30887.5,14.36,target,2026_06_16,28.72
682,702,1,30897.25,30885.25,-12.89,theme,2026_06_16,-25.78
743,744,1,30892.25,30903.75,10.61,target,2026_06_16,21.22
766,771,1,30920.5,30932.75,11.36,target,2026_06_16,22.72
1028,1039,-1,30624.0,30613.25,9.86,target,2026_06_16,19.72
1129,1136,-1,30500.0,30471.5,27.61,target,2026_06_16,55.22
1147,1160,-1,30471.5,30456.25,14.36,target,2026_06_16,28.72
1197,1199,-1,30509.25,30481.75,26.61,target,2026_06_16,53.22
1241,1258,-1,30461.75,30429.75,31.11,target,2026_06_16,62.22
1282,1296,-1,30421.5,30408.0,12.61,target,2026_06_16,25.22
71,73,-1,30350.0,30336.75,12.36,target,2026_06_17,24.72
83,111,-1,30329.75,30314.25,14.61,target,2026_06_17,29.22
126,130,-1,30355.25,30370.25,-15.89,theme,2026_06_17,-31.78
277,288,1,30445.5,30445.75,-0.64,target,2026_06_17,-1.28
348,511,1,30459.75,30492.25,31.61,theme,2026_06_17,63.22
522,623,1,30529.0,30531.25,1.3599999999999999,theme,2026_06_17,2.7199999999999998
692,701,1,30524.0,30490.75,-34.14,theme,2026_06_17,-68.28
822,829,-1,30454.25,30421.75,31.61,target,2026_06_17,63.22
852,869,-1,30454.75,30466.75,-12.89,theme,2026_06_17,-25.78
976,988,-1,30458.25,30508.0,-50.64,theme,2026_06_17,-101.28
1019,1030,-1,30360.5,30359.0,0.61,target,2026_06_17,1.22
1040,1055,-1,30423.5,30431.5,-8.89,theme,2026_06_17,-17.78
1126,1149,-1,30415.75,30380.25,34.61,target,2026_06_17,69.22
1161,1190,-1,30389.5,30411.0,-22.39,theme,2026_06_17,-44.78
1220,1225,-1,30322.75,30234.25,87.61,target,2026_06_17,175.22
1240,1249,-1,30361.25,30450.25,-89.89,theme,2026_06_17,-179.78
1324,1346,-1,30055.0,30119.5,-65.39,theme,2026_06_17,-130.78
206,235,1,30421.75,30389.5,-33.14,theme,2026_06_18,-66.28
264,303,1,30406.25,30401.75,-5.39,theme,2026_06_18,-10.78
567,610,1,30426.5,30489.5,62.11,target,2026_06_18,124.22
627,649,1,30432.25,30445.0,11.86,theme,2026_06_18,23.72
704,717,1,30463.5,30493.75,29.36,target,2026_06_18,58.72
732,741,1,30465.25,30492.75,26.61,target,2026_06_18,53.22
757,761,1,30455.0,30456.25,0.36,theme,2026_06_18,0.72
938,942,1,30442.25,30453.0,9.86,target,2026_06_18,19.72
990,995,1,30520.75,30546.25,24.61,target,2026_06_18,49.22
1041,1058,1,30624.5,30548.0,-77.39,theme,2026_06_18,-154.78
1098,1101,1,30648.75,30669.25,19.61,target,2026_06_18,39.22
1198,1208,1,30711.5,30702.75,-9.64,theme,2026_06_18,-19.28
1301,1303,1,30714.5,30733.5,18.11,target,2026_06_18,36.22
1323,1324,1,30699.25,30712.25,12.11,target,2026_06_18,24.22
1334,1341,1,30714.0,30733.25,18.36,target,2026_06_18,36.72
1351,1356,1,30735.0,30738.0,2.11,theme,2026_06_18,4.22
1372,1379,1,30713.25,30726.5,12.36,eod,2026_06_18,24.72
88,95,1,30684.5,30682.0,-3.39,theme,2026_06_19,-6.78
156,182,-1,30655.0,30636.25,17.86,target,2026_06_19,35.72
198,284,-1,30627.25,30619.25,7.11,theme,2026_06_19,14.22
311,363,-1,30583.0,30502.75,79.36,target,2026_06_19,158.72
376,417,-1,30494.0,30422.75,70.36,target,2026_06_19,140.72
427,478,-1,30436.5,30478.75,-43.14,theme,2026_06_19,-86.28
672,683,1,30627.5,30619.5,-8.89,theme,2026_06_19,-17.78
721,731,1,30625.25,30618.0,-8.14,theme,2026_06_19,-16.28
1059,1062,1,30665.0,30665.75,-0.14,theme,2026_06_19,-0.28
1137,1139,1,30667.0,30651.0,-16.89,eod,2026_06_19,-33.78
125,133,-1,30490.5,30484.75,4.86,theme,2026_06_22,9.72
372,386,-1,30570.0,30551.75,17.36,target,2026_06_22,34.72
409,415,-1,30562.5,30570.75,-9.14,theme,2026_06_22,-18.28
584,600,1,30749.5,30758.75,8.36,theme,2026_06_22,16.72
665,704,1,30746.75,30708.0,-39.64,theme,2026_06_22,-79.28
805,818,1,30742.0,30763.0,20.11,target,2026_06_22,40.22
828,841,1,30745.25,30766.0,19.86,target,2026_06_22,39.72
936,938,1,30846.0,30889.75,42.86,target,2026_06_22,85.72
979,991,1,30878.75,30702.25,-177.39,theme,2026_06_22,-354.78
1064,1068,-1,30658.25,30636.75,20.61,target,2026_06_22,41.22
1096,1121,-1,30564.5,30529.0,34.61,target,2026_06_22,69.22
1132,1133,-1,30586.5,30589.75,-4.14,theme,2026_06_22,-8.28
1158,1161,-1,30580.25,30601.0,-21.64,theme,2026_06_22,-43.28
1250,1260,-1,30601.25,30558.75,41.61,target,2026_06_22,83.22
1274,1277,-1,30571.5,30568.0,2.61,theme,2026_06_22,5.22
117,122,-1,30565.5,30581.5,-16.89,theme,2026_06_23,-33.78
163,170,-1,30555.5,30614.0,-59.39,theme,2026_06_23,-118.78
271,288,-1,30446.0,30404.5,40.61,target,2026_06_23,81.22
356,366,-1,30378.25,30387.0,-9.64,theme,2026_06_23,-19.28
391,396,-1,30319.5,30309.25,9.36,target,2026_06_23,18.72
559,564,-1,30015.75,29994.75,20.11,target,2026_06_23,40.22
634,646,-1,29849.25,29806.75,41.61,target,2026_06_23,83.22
656,658,-1,29827.75,29815.25,11.61,target,2026_06_23,23.22
726,729,-1,29895.5,29876.75,17.86,target,2026_06_23,35.72
739,745,-1,29870.0,29846.75,22.36,target,2026_06_23,44.72
768,773,-1,29793.5,29795.5,-2.89,target,2026_06_23,-5.78
783,786,-1,29832.5,29794.0,37.61,target,2026_06_23,75.22
796,801,-1,29833.0,29859.5,-27.39,theme,2026_06_23,-54.78
872,873,-1,29770.0,29752.0,17.11,target,2026_06_23,34.22
886,905,-1,29745.0,29719.25,24.86,target,2026_06_23,49.72
922,926,-1,29740.25,29705.75,33.61,target,2026_06_23,67.22
936,937,-1,29719.5,29674.0,44.61,target,2026_06_23,89.22
1130,1131,1,29863.25,29846.5,-17.64,theme,2026_06_23,-35.28
1165,1166,-1,29878.25,29872.25,5.11,target,2026_06_23,10.22
1194,1196,-1,29782.75,29750.75,31.11,target,2026_06_23,62.22
1206,1236,-1,29752.5,29709.25,42.36,target,2026_06_23,84.72
1267,1269,-1,29694.0,29649.5,43.61,target,2026_06_23,87.22
1287,1291,-1,29706.0,29714.75,-9.64,theme,2026_06_23,-19.28
77,86,-1,29662.0,29688.0,-26.89,theme,2026_06_24,-53.78
231,235,1,29832.0,29846.0,13.11,target,2026_06_24,26.22
245,262,1,29829.0,29782.5,-47.39,theme,2026_06_24,-94.78
454,487,1,29855.25,29809.0,-47.14,theme,2026_06_24,-94.28
521,545,1,29841.25,29806.0,-36.14,theme,2026_06_24,-72.28
612,614,1,29833.75,29853.5,18.86,target,2026_06_24,37.72
624,659,1,29837.0,29817.0,-20.89,theme,2026_06_24,-41.78
763,787,1,29838.0,29789.0,-49.89,theme,2026_06_24,-99.78
874,881,1,29843.0,29802.75,-41.14,theme,2026_06_24,-82.28
901,942,-1,29755.5,29629.5,125.11,target,2026_06_24,250.22
954,963,-1,29770.0,29667.25,101.86,target,2026_06_24,203.72
973,976,-1,29675.25,29624.0,50.36,target,2026_06_24,100.72
986,987,-1,29677.0,29658.0,18.11,target,2026_06_24,36.22
1052,1054,-1,29788.5,29761.75,25.86,target,2026_06_24,51.72
1067,1099,-1,29707.25,29778.5,-72.14,theme,2026_06_24,-144.28
1198,1199,-1,29411.25,29383.25,27.11,target,2026_06_24,54.22
1293,1302,-1,29391.25,29405.25,-14.89,theme,2026_06_24,-29.78
84,96,1,30078.5,30104.75,25.36,target,2026_06_25,50.72
110,139,1,30103.5,30069.25,-35.14,theme,2026_06_25,-70.28
379,383,1,30025.25,30042.5,16.36,target,2026_06_25,32.72
394,398,1,30005.25,30019.0,12.86,target,2026_06_25,25.72
629,644,1,30181.0,30160.75,-21.14,theme,2026_06_25,-42.28
703,758,1,30151.5,30180.25,27.86,target,2026_06_25,55.72
768,773,1,30154.75,30167.75,12.11,target,2026_06_25,24.22
856,871,1,30145.0,30244.0,98.11,target,2026_06_25,196.22
903,922,1,30197.0,30143.5,-54.39,theme,2026_06_25,-108.78
943,944,-1,29846.75,29770.5,75.36,target,2026_06_25,150.72
973,1001,-1,29622.75,29697.25,-75.39,theme,2026_06_25,-150.78
1041,1072,-1,29558.5,29687.25,-129.64,theme,2026_06_25,-259.28
1131,1136,-1,29700.75,29666.25,33.61,target,2026_06_25,67.22
1146,1163,-1,29691.0,29713.75,-23.64,theme,2026_06_25,-47.28
1297,1322,-1,29638.5,29897.0,-259.39,theme,2026_06_25,-518.78
104,122,1,29782.75,29691.5,-92.14,theme,2026_06_26,-184.28
159,160,-1,29666.5,29674.75,-9.14,target,2026_06_26,-18.28
170,175,-1,29670.75,29651.25,18.61,target,2026_06_26,37.22
199,207,-1,29653.0,29618.5,33.61,target,2026_06_26,67.22
323,331,-1,29240.25,29230.0,9.36,target,2026_06_26,18.72
347,348,-1,29253.75,29262.75,-9.89,target,2026_06_26,-19.78
407,412,-1,29289.5,29273.0,15.61,target,2026_06_26,31.22
423,425,-1,29280.5,29266.0,13.61,target,2026_06_26,27.22
437,442,-1,29342.25,29333.25,8.11,theme,2026_06_26,16.22
487,489,-1,29314.25,29294.5,18.86,target,2026_06_26,37.72
719,722,1,29377.0,29325.0,-52.89,theme,2026_06_26,-105.78
929,931,-1,29320.5,29335.0,-15.39,target,2026_06_26,-30.78
946,957,-1,29252.0,29415.25,-164.14,theme,2026_06_26,-328.28
1052,1063,1,29632.75,29684.5,50.86,target,2026_06_26,101.72
1076,1078,1,29593.5,29635.5,41.11,target,2026_06_26,82.22
1091,1097,1,29553.75,29579.5,24.86,target,2026_06_26,49.72
1128,1150,1,29603.5,29689.0,84.61,target,2026_06_26,169.22
1160,1181,1,29604.5,29573.75,-31.64,theme,2026_06_26,-63.28
1375,1379,-1,29292.75,29295.25,-3.39,target,2026_06_26,-6.78
260,274,-1,29436.5,29510.0,-74.39,theme,2026_06_29,-148.78
335,339,1,29521.25,29486.5,-35.64,theme,2026_06_29,-71.28
365,401,1,29576.25,29511.5,-65.64,theme,2026_06_29,-131.28
451,454,1,29527.25,29564.75,36.61,target,2026_06_29,73.22
487,512,1,29602.0,29675.75,72.86,target,2026_06_29,145.72
544,548,1,29592.25,29601.5,8.36,theme,2026_06_29,16.72
616,618,1,29683.75,29701.25,16.61,target,2026_06_29,33.22
631,659,1,29706.25,29659.5,-47.64,theme,2026_06_29,-95.28
714,721,1,29638.5,29675.5,36.11,target,2026_06_29,72.22
738,750,1,29672.5,29717.75,44.36,target,2026_06_29,88.72
803,806,1,29702.25,29707.0,3.86,theme,2026_06_29,7.72
849,882,1,29721.5,29658.5,-63.89,theme,2026_06_29,-127.78
923,931,1,29691.0,29623.5,-68.39,theme,2026_06_29,-136.78
959,962,1,29603.5,29588.25,-16.14,theme,2026_06_29,-32.28
983,984,-1,29397.25,29360.75,35.61,target,2026_06_29,71.22
997,1013,-1,29597.0,29618.5,-22.39,theme,2026_06_29,-44.78
1231,1235,1,29996.75,30023.5,25.86,target,2026_06_29,51.72
1266,1268,1,30008.5,30034.25,24.86,target,2026_06_29,49.72
1343,1368,1,30028.5,30000.75,-28.64,theme,2026_06_29,-57.28
81,90,1,30036.0,30035.5,-1.3900000000000001,theme,2026_06_30,-2.7800000000000002
100,123,1,30042.25,30023.25,-19.89,theme,2026_06_30,-39.78
143,152,1,30044.75,29962.5,-83.14,theme,2026_06_30,-166.28
210,230,1,30065.25,30035.25,-30.89,theme,2026_06_30,-61.78
441,450,1,30179.25,30161.75,-18.39,theme,2026_06_30,-36.78
571,572,1,30126.25,30121.0,-6.14,theme,2026_06_30,-12.28
913,933,-1,30034.75,30135.25,-101.39,theme,2026_06_30,-202.78
1171,1186,1,30526.5,30532.5,5.11,theme,2026_06_30,10.22
1221,1244,1,30543.5,30555.25,10.86,target,2026_06_30,21.72
