entry_i,exit_i,dir,entry,exit,pts,reason,day,usd
702,786,-1,29055.0,28967.75,86.36,target,2026_06_10,172.72
798,801,-1,29016.25,28995.25,20.11,target,2026_06_10,40.22
811,812,-1,28965.0,28930.5,33.61,target,2026_06_10,67.22
830,986,-1,28935.75,29463.0,-528.14,theme,2026_06_10,-1056.28
1007,1182,1,29403.5,28931.75,-472.64,theme,2026_06_10,-945.28
1192,1193,-1,29042.25,28991.0,50.36,target,2026_06_10,100.72
1239,1243,-1,28944.0,28936.25,6.86,target,2026_06_10,13.72
89,93,-1,28682.75,28674.0,7.86,target,2026_06_11,15.72
105,106,-1,28719.25,28698.25,20.11,target,2026_06_11,40.22
310,340,1,28931.75,28969.5,36.86,target,2026_06_11,73.72
351,382,1,28999.25,29036.25,36.11,target,2026_06_11,72.22
392,564,1,29044.5,29151.5,106.11,target,2026_06_11,212.22
575,942,1,29143.75,28977.75,-166.89,theme,2026_06_11,-333.78
999,1000,-1,29076.0,29094.25,-19.14,target,2026_06_11,-38.28
1019,1169,-1,29039.25,29502.75,-464.39,theme,2026_06_11,-928.78
1231,1232,1,29502.25,29517.0,13.86,target,2026_06_11,27.72
123,126,1,29845.0,29860.0,14.11,target,2026_06_12,28.22
140,143,1,29846.75,29868.25,20.61,target,2026_06_12,41.22
180,459,1,29872.0,29758.25,-114.64,theme,2026_06_12,-229.28
487,728,-1,29726.75,29928.5,-202.64,theme,2026_06_12,-405.28
797,826,1,29898.5,29931.5,32.11,target,2026_06_12,64.22
846,978,1,29896.5,29905.5,8.11,target,2026_06_12,16.22
1062,1140,1,29916.75,29966.75,49.11,target,2026_06_12,98.22
1249,1332,1,29991.0,30002.75,10.86,target,2026_06_12,21.72
1347,1379,1,29990.75,29970.25,-21.39,eod,2026_06_12,-42.78
115,116,1,30334.0,30343.0,8.11,target,2026_06_15,16.22
164,188,1,30441.25,30450.5,8.36,target,2026_06_15,16.72
202,207,1,30443.25,30455.0,10.86,target,2026_06_15,21.72
304,318,1,30495.5,30515.75,19.36,target,2026_06_15,38.72
349,393,1,30496.25,30514.0,16.86,target,2026_06_15,33.72
499,504,1,30525.5,30545.25,18.86,target,2026_06_15,37.72
517,522,1,30527.25,30544.75,16.61,target,2026_06_15,33.22
543,548,1,30533.0,30559.5,25.61,target,2026_06_15,51.22
567,568,1,30546.25,30559.5,12.36,target,2026_06_15,24.72
676,785,1,30571.0,30580.75,8.86,target,2026_06_15,17.72
826,831,1,30580.75,30603.75,22.11,target,2026_06_15,44.22
842,853,1,30602.5,30612.75,9.36,target,2026_06_15,18.72
913,926,1,30595.25,30625.75,29.61,target,2026_06_15,59.22
1129,1131,1,30859.75,30863.75,3.11,target,2026_06_15,6.22
1175,1321,1,30875.25,30882.75,6.61,target,2026_06_15,13.22
165,170,-1,30810.0,30788.0,21.11,target,2026_06_16,42.22
199,438,-1,30777.0,30840.25,-64.14,theme,2026_06_16,-128.28
450,604,1,30833.5,30856.0,21.61,target,2026_06_16,43.22
642,645,1,30872.25,30887.5,14.36,target,2026_06_16,28.72
682,746,1,30897.25,30910.75,12.61,target,2026_06_16,25.22
766,771,1,30920.5,30932.75,11.36,target,2026_06_16,22.72
1028,1039,-1,30624.0,30613.25,9.86,target,2026_06_16,19.72
1129,1136,-1,30500.0,30471.5,27.61,target,2026_06_16,55.22
1147,1160,-1,30471.5,30456.25,14.36,target,2026_06_16,28.72
1197,1199,-1,30509.25,30481.75,26.61,target,2026_06_16,53.22
1241,1258,-1,30461.75,30429.75,31.11,target,2026_06_16,62.22
1282,1296,-1,30421.5,30408.0,12.61,target,2026_06_16,25.22
71,73,-1,30350.0,30336.75,12.36,target,2026_06_17,24.72
83,111,-1,30329.75,30314.25,14.61,target,2026_06_17,29.22
126,276,-1,30355.25,30438.75,-84.39,theme,2026_06_17,-168.78
287,820,1,30451.25,30461.5,9.36,theme,2026_06_17,18.72
852,934,-1,30454.75,30429.75,24.11,target,2026_06_17,48.22
976,997,-1,30458.25,30424.0,33.36,target,2026_06_17,66.72
1019,1030,-1,30360.5,30359.0,0.61,target,2026_06_17,1.22
1040,1149,-1,30423.5,30380.25,42.36,target,2026_06_17,84.72
1161,1201,-1,30389.5,30305.5,83.11,target,2026_06_17,166.22
1220,1225,-1,30322.75,30234.25,87.61,target,2026_06_17,175.22
1240,1258,-1,30361.25,30298.0,62.36,target,2026_06_17,124.72
1324,1379,-1,30055.0,30140.75,-86.64,eod,2026_06_17,-173.28
206,610,1,30421.75,30489.5,66.86,target,2026_06_18,133.72
627,717,1,30432.25,30493.75,60.61,target,2026_06_18,121.22
732,741,1,30465.25,30492.75,26.61,target,2026_06_18,53.22
757,866,1,30455.0,30471.0,15.11,target,2026_06_18,30.22
938,942,1,30442.25,30453.0,9.86,target,2026_06_18,19.72
990,995,1,30520.75,30546.25,24.61,target,2026_06_18,49.22
1041,1081,1,30624.5,30663.75,38.36,target,2026_06_18,76.72
1098,1101,1,30648.75,30669.25,19.61,target,2026_06_18,39.22
1198,1303,1,30711.5,30733.5,21.11,target,2026_06_18,42.22
1323,1324,1,30699.25,30712.25,12.11,target,2026_06_18,24.22
1334,1341,1,30714.0,30733.25,18.36,target,2026_06_18,36.72
1351,1379,1,30735.0,30726.5,-9.39,eod,2026_06_18,-18.78
88,109,1,30684.5,30688.0,2.61,target,2026_06_19,5.22
156,182,-1,30655.0,30636.25,17.86,target,2026_06_19,35.72
198,363,-1,30627.25,30502.75,123.61,target,2026_06_19,247.22
376,417,-1,30494.0,30422.75,70.36,target,2026_06_19,140.72
427,651,-1,30436.5,30653.25,-217.64,theme,2026_06_19,-435.28
672,701,1,30627.5,30643.75,15.36,target,2026_06_19,30.72
721,893,1,30625.25,30651.0,24.86,target,2026_06_19,49.72
1059,1070,1,30665.0,30682.0,16.11,target,2026_06_19,32.22
1137,1139,1,30667.0,30651.0,-16.89,eod,2026_06_19,-33.78
125,456,-1,30490.5,30647.75,-158.14,theme,2026_06_22,-316.28
584,786,1,30749.5,30818.75,68.36,target,2026_06_22,136.72
805,818,1,30742.0,30763.0,20.11,target,2026_06_22,40.22
828,841,1,30745.25,30766.0,19.86,target,2026_06_22,39.72
936,938,1,30846.0,30889.75,42.86,target,2026_06_22,85.72
979,1057,1,30878.75,30608.0,-271.64,theme,2026_06_22,-543.28
1096,1121,-1,30564.5,30529.0,34.61,target,2026_06_22,69.22
1132,1147,-1,30586.5,30546.5,39.11,target,2026_06_22,78.22
1158,1260,-1,30580.25,30558.75,20.61,target,2026_06_22,41.22
1274,1283,-1,30571.5,30551.0,19.61,target,2026_06_22,39.22
117,132,-1,30565.5,30544.5,20.11,target,2026_06_23,40.22
163,215,-1,30555.5,30519.25,35.36,target,2026_06_23,70.72
271,288,-1,30446.0,30404.5,40.61,target,2026_06_23,81.22
356,370,-1,30378.25,30363.0,14.36,target,2026_06_23,28.72
391,396,-1,30319.5,30309.25,9.36,target,2026_06_23,18.72
559,564,-1,30015.75,29994.75,20.11,target,2026_06_23,40.22
634,646,-1,29849.25,29806.75,41.61,target,2026_06_23,83.22
656,658,-1,29827.75,29815.25,11.61,target,2026_06_23,23.22
726,729,-1,29895.5,29876.75,17.86,target,2026_06_23,35.72
739,745,-1,29870.0,29846.75,22.36,target,2026_06_23,44.72
768,773,-1,29793.5,29795.5,-2.89,target,2026_06_23,-5.78
783,786,-1,29832.5,29794.0,37.61,target,2026_06_23,75.22
796,809,-1,29833.0,29820.25,11.86,target,2026_06_23,23.72
872,873,-1,29770.0,29752.0,17.11,target,2026_06_23,34.22
886,905,-1,29745.0,29719.25,24.86,target,2026_06_23,49.72
922,926,-1,29740.25,29705.75,33.61,target,2026_06_23,67.22
936,937,-1,29719.5,29674.0,44.61,target,2026_06_23,89.22
1130,1164,1,29863.25,29870.75,6.61,theme,2026_06_23,13.22
1194,1196,-1,29782.75,29750.75,31.11,target,2026_06_23,62.22
1206,1236,-1,29752.5,29709.25,42.36,target,2026_06_23,84.72
1267,1269,-1,29694.0,29649.5,43.61,target,2026_06_23,87.22
1287,1293,-1,29706.0,29718.0,-12.89,target,2026_06_23,-25.78
77,98,-1,29662.0,29633.0,28.11,target,2026_06_24,56.22
231,235,1,29832.0,29846.0,13.11,target,2026_06_24,26.22
245,439,1,29829.0,29848.5,18.61,target,2026_06_24,37.22
454,901,1,29855.25,29755.5,-100.64,theme,2026_06_24,-201.28
911,942,-1,29724.0,29629.5,93.61,target,2026_06_24,187.22
954,963,-1,29770.0,29667.25,101.86,target,2026_06_24,203.72
973,976,-1,29675.25,29624.0,50.36,target,2026_06_24,100.72
986,987,-1,29677.0,29658.0,18.11,target,2026_06_24,36.22
1052,1054,-1,29788.5,29761.75,25.86,target,2026_06_24,51.72
1067,1118,-1,29707.25,29671.5,34.86,target,2026_06_24,69.72
1198,1199,-1,29411.25,29383.25,27.11,target,2026_06_24,54.22
1293,1379,-1,29391.25,30099.0,-708.64,eod,2026_06_24,-1417.28
84,96,1,30078.5,30104.75,25.36,target,2026_06_25,50.72
110,558,1,30103.5,30155.25,50.86,target,2026_06_25,101.72
629,871,1,30181.0,30244.0,62.11,target,2026_06_25,124.22
903,943,1,30197.0,29846.75,-351.14,theme,2026_06_25,-702.28
973,1379,-1,29622.75,29760.5,-138.64,eod,2026_06_25,-277.28
104,157,1,29782.75,29678.5,-105.14,theme,2026_06_26,-210.28
170,175,-1,29670.75,29651.25,18.61,target,2026_06_26,37.22
199,207,-1,29653.0,29618.5,33.61,target,2026_06_26,67.22
323,331,-1,29240.25,29230.0,9.36,target,2026_06_26,18.72
347,348,-1,29253.75,29262.75,-9.89,target,2026_06_26,-19.78
407,412,-1,29289.5,29273.0,15.61,target,2026_06_26,31.22
423,425,-1,29280.5,29266.0,13.61,target,2026_06_26,27.22
437,466,-1,29342.25,29300.5,40.86,target,2026_06_26,81.72
487,489,-1,29314.25,29294.5,18.86,target,2026_06_26,37.72
719,736,1,29377.0,29391.75,13.86,target,2026_06_26,27.72
929,931,-1,29320.5,29335.0,-15.39,target,2026_06_26,-30.78
946,1052,-1,29252.0,29632.75,-381.64,theme,2026_06_26,-763.28
1069,1150,1,29636.75,29689.0,51.36,target,2026_06_26,102.72
1160,1364,1,29604.5,29271.75,-333.64,theme,2026_06_26,-667.28
1375,1379,-1,29292.75,29295.25,-3.39,target,2026_06_26,-6.78
260,335,-1,29436.5,29521.25,-85.64,theme,2026_06_29,-171.28
365,456,1,29576.25,29571.75,-5.39,target,2026_06_29,-10.78
487,512,1,29602.0,29675.75,72.86,target,2026_06_29,145.72
544,581,1,29592.25,29673.75,80.61,target,2026_06_29,161.22
616,618,1,29683.75,29701.25,16.61,target,2026_06_29,33.22
631,731,1,29706.25,29705.0,-2.14,target,2026_06_29,-4.28
741,750,1,29686.75,29717.75,30.11,target,2026_06_29,60.22
803,812,1,29702.25,29731.25,28.11,target,2026_06_29,56.22
849,935,1,29721.5,29761.0,38.61,target,2026_06_29,77.22
959,979,1,29603.5,29330.25,-274.14,theme,2026_06_29,-548.28
993,1082,-1,29570.75,29863.25,-293.39,theme,2026_06_29,-586.78
1231,1235,1,29996.75,30023.5,25.86,target,2026_06_29,51.72
1266,1268,1,30008.5,30034.25,24.86,target,2026_06_29,49.72
1343,1379,1,30028.5,29995.5,-33.89,eod,2026_06_29,-67.78
81,126,1,30036.0,30059.75,22.86,target,2026_06_30,45.72
143,335,1,30044.75,30078.0,32.36,target,2026_06_30,64.72
441,894,1,30179.25,30041.25,-138.89,theme,2026_06_30,-277.78
913,960,-1,30034.75,30365.75,-331.89,theme,2026_06_30,-663.78
1171,1244,1,30526.5,30555.25,27.86,target,2026_06_30,55.72
1299,1301,1,30552.75,30567.0,13.36,target,2026_06_30,26.72
1313,1314,1,30555.5,30582.5,26.11,target,2026_06_30,52.22
182,213,1,30527.0,30484.5,-43.39,theme,2026_07_01,-86.78
380,458,-1,30435.75,30426.5,8.36,target,2026_07_01,16.72
622,875,-1,30348.5,30299.0,48.61,target,2026_07_01,97.22
901,912,-1,30272.75,30264.5,7.36,target,2026_07_01,14.72
922,926,-1,30289.75,30251.25,37.61,target,2026_07_01,75.22
962,964,-1,30265.0,30278.75,-14.64,target,2026_07_01,-29.28
1024,1029,-1,30252.5,30220.0,31.61,target,2026_07_01,63.22
1040,1067,-1,30297.5,30286.25,10.36,target,2026_07_01,20.72
1082,1086,-1,30251.5,30242.0,8.61,target,2026_07_01,17.22
1096,1120,-1,30227.75,30220.25,6.61,target,2026_07_01,13.22
1130,1147,-1,30217.5,30167.25,49.36,target,2026_07_01,98.72
1157,1212,-1,30199.25,30155.5,42.86,target,2026_07_01,85.72
1269,1273,-1,30202.0,30186.75,14.36,target,2026_07_01,28.72
1370,1379,-1,30055.5,30064.5,-9.89,eod,2026_07_01,-19.78
75,110,-1,30063.25,30025.75,36.61,target,2026_07_02,73.22
146,149,-1,30044.0,30045.75,-2.64,target,2026_07_02,-5.28
159,163,-1,30066.25,30027.0,38.36,target,2026_07_02,76.72
292,502,1,30202.5,29986.0,-217.39,theme,2026_07_02,-434.78
573,615,-1,29861.5,29840.75,19.86,target,2026_07_02,39.72
629,869,-1,29927.75,30156.25,-229.39,theme,2026_07_02,-458.78
886,1061,1,30252.5,29801.25,-452.14,theme,2026_07_02,-904.28
1174,1175,-1,29456.25,29427.5,27.86,target,2026_07_02,55.72
1209,1218,-1,29457.25,29418.0,38.36,target,2026_07_02,76.72
1271,1279,-1,29401.5,29391.75,8.86,target,2026_07_02,17.72
1297,1379,-1,29439.75,29551.75,-112.89,eod,2026_07_02,-225.78
121,458,1,29626.0,29839.25,212.36,target,2026_07_03,424.72
470,481,1,29814.0,29835.75,20.86,target,2026_07_03,41.72
506,931,1,29854.75,29940.25,84.61,target,2026_07_03,169.22
941,1139,1,29922.25,29903.75,-19.39,eod,2026_07_03,-38.78
100,107,1,29981.75,29988.5,5.86,target,2026_07_06,11.72
124,135,1,29939.25,29982.75,42.61,target,2026_07_06,85.22
243,253,-1,29798.5,29761.5,36.11,target,2026_07_06,72.22
307,355,-1,29755.0,29702.0,52.11,target,2026_07_06,104.22
368,617,-1,29728.25,29788.25,-60.89,theme,2026_07_06,-121.78
663,667,1,29861.75,29870.75,8.11,target,2026_07_06,16.22
683,687,1,29855.25,29860.0,3.86,target,2026_07_06,7.72
702,712,1,29859.0,29869.25,9.36,target,2026_07_06,18.72
767,779,1,29859.75,29875.75,15.11,target,2026_07_06,30.22
841,842,1,29881.25,29904.25,22.11,target,2026_07_06,44.22
867,873,1,29887.0,29901.0,13.11,target,2026_07_06,26.22
905,933,1,29900.75,29909.0,7.36,target,2026_07_06,14.72
1019,1022,1,30020.5,30030.25,8.86,target,2026_07_06,17.72
1105,1379,1,30045.75,29946.5,-100.14,eod,2026_07_06,-200.28
65,80,-1,29921.0,29876.5,43.61,target,2026_07_07,87.22
90,185,-1,29897.25,29815.5,80.86,target,2026_07_07,161.72
228,240,-1,29799.0,29773.0,25.11,target,2026_07_07,50.22
283,299,-1,29767.0,29746.5,19.61,target,2026_07_07,39.22
311,317,-1,29772.75,29741.75,30.11,target,2026_07_07,60.22
394,397,-1,29644.0,29632.0,11.11,target,2026_07_07,22.22
454,784,-1,29623.0,29611.0,11.11,target,2026_07_07,22.22
800,815,-1,29634.5,29601.25,32.36,target,2026_07_07,64.72
827,834,-1,29623.5,29607.75,14.86,target,2026_07_07,29.72
917,919,-1,29621.0,29617.75,2.36,target,2026_07_07,4.72
1016,1060,-1,29305.5,29258.75,45.86,target,2026_07_07,91.72
1296,1300,-1,29345.25,29323.25,21.11,target,2026_07_07,42.22
1313,1379,-1,29343.5,29419.5,-76.89,eod,2026_07_07,-153.78
128,290,-1,29364.5,29462.25,-98.64,theme,2026_07_08,-197.28
302,487,1,29482.25,29344.25,-138.89,theme,2026_07_08,-277.78
534,538,-1,29345.5,29324.5,20.11,target,2026_07_08,40.22
554,618,-1,29312.5,29268.75,42.86,target,2026_07_08,85.72
704,727,-1,28959.25,28936.75,21.61,target,2026_07_08,43.22
742,743,-1,28998.0,28991.25,5.86,target,2026_07_08,11.72
797,805,-1,28996.0,28981.75,13.36,target,2026_07_08,26.72
817,820,-1,29016.0,29004.25,10.86,target,2026_07_08,21.72
1153,1162,1,29354.75,29398.25,42.61,target,2026_07_08,85.22
1191,1312,1,29376.5,29435.5,58.11,target,2026_07_08,116.22
1323,1379,1,29430.25,29390.0,-41.14,eod,2026_07_08,-82.28
81,90,1,29404.75,29423.25,17.61,target,2026_07_09,35.22
166,168,1,29531.0,29545.75,13.86,target,2026_07_09,27.72
223,256,1,29524.5,29537.75,12.36,target,2026_07_09,24.72
267,416,1,29530.25,29545.75,14.61,target,2026_07_09,29.22
429,432,1,29518.75,29578.75,59.11,target,2026_07_09,118.22
446,456,1,29517.5,29530.5,12.11,target,2026_07_09,24.22
516,524,1,29619.75,29630.75,10.11,target,2026_07_09,20.22
540,545,1,29613.0,29624.5,10.61,target,2026_07_09,21.22
581,583,1,29643.25,29656.0,11.86,target,2026_07_09,23.72
632,864,1,29701.0,29732.0,30.11,target,2026_07_09,60.22
979,988,1,29717.25,29752.25,34.11,target,2026_07_09,68.22
1056,1061,1,29866.0,29880.75,13.86,target,2026_07_09,27.72
1111,1113,1,29898.0,29905.25,6.36,target,2026_07_09,12.72
1129,1132,1,29896.75,29907.0,9.36,target,2026_07_09,18.72
1200,1379,1,29974.5,29930.75,-44.64,eod,2026_07_09,-89.28
109,117,1,29936.5,29956.5,19.11,target,2026_07_10,38.22
180,878,-1,29867.0,29823.0,43.11,theme,2026_07_10,86.22
889,931,1,29833.0,29875.5,41.61,target,2026_07_10,83.22
945,946,1,29856.0,29874.5,17.61,target,2026_07_10,35.22
978,1046,1,29946.75,29959.75,12.11,target,2026_07_10,24.22
1065,1070,1,29874.75,29912.0,36.36,target,2026_07_10,72.72
1080,1081,1,29944.75,29971.25,25.61,target,2026_07_10,51.22
1145,1147,1,30006.0,30016.0,9.11,target,2026_07_10,18.22
1157,1165,1,30016.5,30036.0,18.61,target,2026_07_10,37.22
1282,1378,1,30049.5,30063.0,12.61,target,2026_07_10,25.22
98,107,-1,29882.25,29854.5,26.86,target,2026_07_13,53.72
119,162,-1,29884.0,29870.5,12.61,target,2026_07_13,25.22
172,229,-1,29855.25,29781.5,72.86,target,2026_07_13,145.72
257,293,-1,29760.25,29750.75,8.61,target,2026_07_13,17.22
352,360,-1,29704.75,29689.0,14.86,target,2026_07_13,29.72
434,440,-1,29682.5,29648.0,33.61,target,2026_07_13,67.22
483,484,-1,29664.25,29645.75,17.61,target,2026_07_13,35.22
514,516,-1,29625.5,29611.25,13.36,target,2026_07_13,26.72
526,535,-1,29625.5,29621.75,2.86,target,2026_07_13,5.72
710,787,1,29761.25,29785.75,23.61,target,2026_07_13,47.22
798,977,1,29780.25,29560.25,-220.89,theme,2026_07_13,-441.78
988,1006,-1,29661.75,29616.75,44.11,target,2026_07_13,88.22
1066,1072,-1,29643.0,29604.25,37.86,target,2026_07_13,75.72
1082,1103,-1,29608.5,29565.25,42.36,target,2026_07_13,84.72
1141,1145,-1,29549.25,29529.75,18.61,target,2026_07_13,37.22
1155,1156,-1,29541.25,29526.5,13.86,target,2026_07_13,27.72
1177,1231,-1,29504.5,29456.75,46.86,target,2026_07_13,93.72
1241,1260,-1,29504.25,29492.75,10.61,target,2026_07_13,21.22
1321,1330,-1,29465.75,29453.25,11.61,target,2026_07_13,23.22
1351,1379,-1,29427.25,29430.75,-4.39,eod,2026_07_13,-8.78
117,125,-1,29386.75,29364.5,21.36,target,2026_07_14,42.72
333,439,-1,29372.5,29538.25,-166.64,theme,2026_07_14,-333.28
463,805,1,29588.75,29654.5,64.86,target,2026_07_14,129.72
826,866,1,29621.0,29663.0,41.11,target,2026_07_14,82.22
921,926,1,29773.75,29807.25,32.61,target,2026_07_14,65.22
1009,1013,1,29712.25,29740.75,27.61,target,2026_07_14,55.22
1130,1150,1,29809.5,29843.5,33.11,target,2026_07_14,66.22
1160,1162,1,29835.25,29852.25,16.11,target,2026_07_14,32.22
1176,1179,1,29829.75,29844.0,13.36,target,2026_07_14,26.72
1318,1379,1,29815.0,29794.75,-21.14,eod,2026_07_14,-42.28
128,131,1,29855.75,29881.75,25.11,target,2026_07_15,50.22
165,166,1,29859.0,29875.25,15.36,target,2026_07_15,30.72
184,186,1,29871.25,29879.5,7.36,target,2026_07_15,14.72
226,234,1,29906.25,29932.25,25.11,target,2026_07_15,50.22
294,297,1,29968.75,29973.25,3.61,target,2026_07_15,7.22
308,318,1,29956.25,29975.5,18.36,target,2026_07_15,36.72
393,413,1,29994.75,30014.75,19.11,target,2026_07_15,38.22
435,438,1,29999.75,30017.25,16.61,target,2026_07_15,33.22
449,477,1,29979.0,30023.0,43.11,target,2026_07_15,86.22
499,545,1,30030.0,30047.0,16.11,target,2026_07_15,32.22
558,713,1,30027.0,29924.75,-103.14,theme,2026_07_15,-206.28
735,744,-1,29942.75,29908.75,33.11,target,2026_07_15,66.22
754,862,-1,29899.25,29859.0,39.36,target,2026_07_15,78.72
874,932,-1,29932.0,29941.75,-10.64,target,2026_07_15,-21.28
946,986,-1,29832.5,29669.5,162.11,target,2026_07_15,324.22
997,1003,-1,29620.0,29542.5,76.61,target,2026_07_15,153.22
1013,1037,-1,29598.75,29554.5,43.36,target,2026_07_15,86.72
1048,1082,-1,29601.0,29550.25,49.86,target,2026_07_15,99.72
1101,1379,-1,29465.0,29708.0,-243.89,eod,2026_07_15,-487.78
80,88,1,29705.0,29722.0,16.11,target,2026_07_16,32.22
103,105,1,29704.0,29721.25,16.36,target,2026_07_16,32.72
129,557,1,29728.0,29616.25,-112.64,theme,2026_07_16,-225.28
633,721,-1,29541.25,29522.25,18.11,target,2026_07_16,36.22
732,742,-1,29544.0,29520.25,22.86,target,2026_07_16,45.72
752,760,-1,29541.25,29513.5,26.86,target,2026_07_16,53.72
817,819,-1,29465.0,29440.25,23.86,target,2026_07_16,47.72
842,844,-1,29454.0,29434.0,19.11,target,2026_07_16,38.22
861,865,-1,29432.75,29385.0,46.86,target,2026_07_16,93.72
903,940,-1,29410.0,29385.0,24.11,target,2026_07_16,48.22
964,965,-1,29400.0,29398.5,0.61,target,2026_07_16,1.22
978,980,-1,29470.0,29482.5,-13.39,target,2026_07_16,-26.78
1022,1027,-1,29425.25,29384.0,40.36,target,2026_07_16,80.72
1041,1043,-1,29372.25,29369.5,1.8599999999999999,target,2026_07_16,3.7199999999999998
1055,1065,-1,29438.25,29397.25,40.11,target,2026_07_16,80.22
1138,1141,-1,29331.75,29297.75,33.11,target,2026_07_16,66.22
1171,1174,-1,29329.5,29295.25,33.36,target,2026_07_16,66.72
1202,1216,-1,29252.5,29229.0,22.61,target,2026_07_16,45.22
1226,1231,-1,29274.0,29251.25,21.86,target,2026_07_16,43.72
1246,1254,-1,29234.25,29218.25,15.11,target,2026_07_16,30.22
1265,1268,-1,29227.0,29192.5,33.61,target,2026_07_16,67.22
1319,1379,-1,29201.0,29178.5,21.61,eod,2026_07_16,43.22
76,79,-1,29127.0,29110.75,15.36,target,2026_07_17,30.72
123,126,-1,29112.0,29087.0,24.11,target,2026_07_17,48.22
139,142,-1,29048.5,29040.75,6.86,target,2026_07_17,13.72
168,214,-1,29026.5,28999.5,26.11,target,2026_07_17,52.22
287,292,-1,28925.75,28918.5,6.36,target,2026_07_17,12.72
302,361,-1,28918.25,28893.25,24.11,target,2026_07_17,48.22
439,443,-1,28808.5,28798.75,8.86,target,2026_07_17,17.72
483,488,-1,28763.25,28735.25,27.11,target,2026_07_17,54.22
500,527,-1,28772.75,28746.75,25.11,target,2026_07_17,50.22
546,547,-1,28762.0,28750.5,10.61,target,2026_07_17,21.22
560,561,-1,28757.5,28743.75,12.86,target,2026_07_17,25.72
604,611,-1,28703.75,28677.25,25.61,target,2026_07_17,51.22
899,901,-1,28667.75,28656.0,10.86,target,2026_07_17,21.72
933,934,-1,28629.5,28576.75,51.86,target,2026_07_17,103.72
957,1015,-1,28623.25,28762.0,-139.64,theme,2026_07_17,-279.28
1065,1075,1,28799.0,28883.5,83.61,target,2026_07_17,167.22
1085,1378,1,28885.25,28769.0,-117.14,eod,2026_07_17,-234.28
