**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

x_feature,y_feature,window,pattern,pair,n,freq_pct,win_rate,wr_lift,mean_fwd,std_fwd,mean_mfe,mean_mae
L2_1m_price_velocity_w,L1_5m_price_velocity_1b,6,REVERSAL_AGREE_DOWN,L2_1m_price_velocity_w__x__L1_5m_price_velocity_1b,31,0.06605723539815465,0.7096774193548387,0.18835252645887357,21.266129032258064,48.17601994612531,40.13709677419355,29.43548387096774
L2_5m_price_velocity_w,L2_1m_price_velocity_w,6,BOTH_FALLING,L2_5m_price_velocity_w__x__L2_1m_price_velocity_w,60,0.12785271367384773,0.6166666666666667,0.09534177377070152,10.745833333333334,65.11948749672527,48.895833333333336,45.291666666666664
L1_15m_body,L1_1h_price_velocity_1b,6,SPIKE_BOTH_DOWN,L1_15m_body__x__L1_1h_price_velocity_1b,177,0.37716550533785076,0.5988700564971752,0.07754516360121,5.593220338983051,69.33862014453248,41.871468926553675,41.27824858757062
L2_5m_price_velocity_w,L1_5m_price_velocity_1b,6,REVERSAL_AGREE_UP,L2_5m_price_velocity_w__x__L1_5m_price_velocity_1b,32,0.06818811395938545,0.59375,0.07242510710403482,-0.4375,48.517871665683586,33.6875,43.96875
L3_15m_z_low_w,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L3_15m_z_low_w__x__L2_15m_price_accel_w,562,1.1996846299729378,0.5836298932384342,0.062305000342469,4.1387900355871885,65.762020642322,41.18594306049822,40.5911921708185
L1_15m_price_velocity_1b,L1_1h_price_velocity_1b,6,SPIKE_BOTH_DOWN,L1_15m_price_velocity_1b__x__L1_1h_price_velocity_1b,179,0.3814272624603124,0.5810055865921788,0.05968069369621365,4.744413407821229,69.05026846693808,41.76536312849162,42.226256983240226
L1_15m_body,L1_1h_body,6,SPIKE_BOTH_DOWN,L1_15m_body__x__L1_1h_body,179,0.3814272624603124,0.5810055865921788,0.05968069369621365,4.2863128491620115,69.27540356531696,41.09357541899441,42.114525139664806
L1_15m_price_velocity_1b,L1_1h_price_velocity_1b,12,SPIKE_BOTH_DOWN,L1_15m_price_velocity_1b__x__L1_1h_price_velocity_1b,224,0.47731679771569824,0.5714285714285714,0.05010367853260622,5.341517857142857,81.06335751876385,48.6328125,50.426339285714285
L1_15m_price_velocity_1b,L1_1h_body,12,SPIKE_BOTH_DOWN,L1_15m_price_velocity_1b__x__L1_1h_body,226,0.48157855483815976,0.5707964601769911,0.049471567281025974,5.1128318584070795,80.79001582394835,48.280973451327434,50.38495575221239
L1_15m_body,L1_1h_body,12,SPIKE_BOTH_DOWN,L1_15m_body__x__L1_1h_body,232,0.49436382620554453,0.5689655172413793,0.04764062434541416,4.252155172413793,80.4681916378453,47.0926724137931,50.46875
L1_15m_body,L1_1h_price_velocity_1b,12,SPIKE_BOTH_DOWN,L1_15m_body__x__L1_1h_price_velocity_1b,229,0.48797119052185217,0.5676855895196506,0.04636069662368547,4.593886462882096,80.94111275730376,47.66593886462882,50.93668122270742
L2_5m_price_velocity_w,L1_1h_body,6,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L1_1h_body,271,0.5774680900935456,0.5645756457564576,0.0432507528604924,7.060885608856089,60.62529481829664,41.489852398523986,40.81918819188192
L1_15m_price_velocity_1b,L1_1h_body,6,SPIKE_BOTH_DOWN,L1_15m_price_velocity_1b__x__L1_1h_body,181,0.38568901958277396,0.56353591160221,0.042211018706244774,3.4613259668508287,68.97508524749144,40.99723756906077,43.04281767955801
L2_5m_price_velocity_w,L1_1h_price_velocity_1b,6,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L1_1h_price_velocity_1b,272,0.5795989686547763,0.5625,0.041175107104034825,6.603860294117647,59.734112694175714,40.9485294117647,40.7141544117647
L2_15m_price_accel_w,L1_5m_price_velocity_1b,6,SPIKE_BOTH_UP,L2_15m_price_accel_w__x__L1_5m_price_velocity_1b,514,1.095271580472629,0.5622568093385214,0.040931916442556227,4.438715953307393,78.422744412785,38.445525291828794,38.36381322957198
L1_1h_body,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L1_1h_body__x__L2_15m_price_accel_w,185,0.39421253382769716,0.5621621621621622,0.04083726926619702,5.424324324324324,75.20848524560058,46.24864864864865,35.39054054054054
L2_15m_price_velocity_w,L1_5m_price_velocity_1b,6,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L1_5m_price_velocity_1b,493,1.0505231306867822,0.5598377281947262,0.03851283529876104,5.362068965517241,88.41833418758482,41.627281947261665,38.76926977687627
L3_15m_z_high_w,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L3_15m_z_high_w__x__L2_15m_price_accel_w,889,1.8986127980566387,0.5590551181102362,0.03773022521427105,6.463160854893139,72.82591667572683,44.76293588301462,40.05399325084365
L1_1h_price_velocity_1b,L1_5m_price_velocity_1b,12,SPIKE_BOTH_UP,L1_1h_price_velocity_1b__x__L1_5m_price_velocity_1b,213,0.45387713354215947,0.5586854460093896,0.037360553113424455,13.726525821596244,101.57690662997501,43.960093896713616,32.0387323943662
L1_1h_body,L1_5m_price_velocity_1b,12,SPIKE_BOTH_UP,L1_1h_body__x__L1_5m_price_velocity_1b,217,0.4624006477870826,0.5576036866359447,0.036278793739979553,13.807603686635945,100.78102476900281,43.97926267281106,31.788018433179722
L2_15m_price_accel_w,L1_5m_price_velocity_1b,12,SPIKE_BOTH_UP,L2_15m_price_accel_w__x__L1_5m_price_velocity_1b,244,0.5199343689403141,0.5573770491803278,0.036052156284362646,7.088114754098361,102.88749110187207,45.372950819672134,41.82786885245902
L1_1h_price_velocity_1b,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L1_1h_price_velocity_1b__x__L2_15m_price_accel_w,183,0.3899507767052356,0.5573770491803278,0.036052156284362646,6.355191256830601,76.4185953640099,47.12568306010929,35.114754098360656
L2_15m_price_velocity_w,L1_1h_body,6,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L1_1h_body,300,0.6392635683692386,0.5566666666666666,0.03534177377070147,5.9675,71.74204174631333,43.84,40.82666666666667
L2_15m_price_velocity_w,L1_1h_body,12,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L1_1h_body,408,0.8693984529821644,0.5514705882352942,0.03014569533932898,7.272058823529412,69.32004217292774,43.63664215686274,41.525122549019606
L2_5m_price_velocity_w,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L2_5m_price_velocity_w__x__L2_15m_price_accel_w,818,1.7473204202092523,0.5513447432762836,0.030019850380318402,0.5528728606356969,87.86362214470635,41.742359413202934,43.04095354523228
L2_5m_price_velocity_w,L1_1h_body,12,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L1_1h_body,494,1.052654009248013,0.5506072874493927,0.029282394553427515,3.1887651821862346,63.983169775312575,39.71912955465587,42.31528340080972
L2_5m_price_velocity_w,L1_1h_price_velocity_1b,12,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L1_1h_price_velocity_1b,494,1.052654009248013,0.5506072874493927,0.029282394553427515,2.5789473684210527,63.206670990594404,39.00506072874494,42.31376518218624
L2_15m_price_velocity_w,L1_1h_price_velocity_1b,6,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L1_1h_price_velocity_1b,298,0.635001811246777,0.5503355704697986,0.029010677573833465,6.429530201342282,70.84807975162313,43.95973154362416,40.33137583892618
L2_15m_price_velocity_w,L3_15m_z_high_w,12,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L3_15m_z_high_w,1040,2.216113703680027,0.5471153846153847,0.025790491719419495,6.076442307692307,69.9080495545967,43.81826923076923,40.99134615384615
L2_15m_price_velocity_w,L1_1h_price_velocity_1b,12,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L1_1h_price_velocity_1b,405,0.8630058172984721,0.5456790123456791,0.024354119449713885,7.603703703703704,68.6244221141865,43.70246913580247,41.07716049382716
L1_1h_price_velocity_1b,L2_15m_price_accel_w,6,SPIKE_BOTH_DOWN,L1_1h_price_velocity_1b__x__L2_15m_price_accel_w,187,0.39847429095015874,0.5454545454545454,0.02412965255858024,7.712566844919786,66.80299688113263,43.768716577540104,43.4572192513369
L2_5m_price_velocity_w,L1_5m_price_velocity_1b,6,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L1_5m_price_velocity_1b,1487,3.168616420550193,0.5453934095494284,0.024068516653463212,0.347679892400807,64.26240446943733,39.81523201075992,44.12020847343645
L2_15m_price_velocity_w,L1_1h_price_velocity_1b,12,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L1_1h_price_velocity_1b,356,0.7585927677981632,0.5449438202247191,0.023618927328753925,6.378511235955056,85.06038133909338,42.738061797752806,39.36587078651685
L1_1h_body,L2_15m_price_accel_w,6,SPIKE_BOTH_DOWN,L1_1h_body__x__L2_15m_price_accel_w,191,0.40699780519508194,0.5445026178010471,0.023177724905081964,6.213350785340314,68.15820387179325,43.0,44.68979057591623
L3_15m_z_se_w,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L3_15m_z_se_w__x__L2_15m_price_accel_w,1147,2.448379466854184,0.5440278988666085,0.022703005970643342,3.622711421098518,65.82144500784689,42.0577593722755,41.06625980819529
L2_1m_price_velocity_w,L1_1h_price_velocity_1b,12,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L1_1h_price_velocity_1b,239,0.5092799761341601,0.5439330543933054,0.02260816149734024,5.006276150627615,100.81952509864693,41.80334728033473,39.05334728033473
L2_15m_price_velocity_w,L3_15m_z_high_w,12,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L3_15m_z_high_w,903,1.9241833407914084,0.5426356589147286,0.021310766018763472,2.481450719822813,69.037700799685,45.40559246954596,44.8109080841639
L2_1m_price_velocity_w,L1_1h_price_velocity_1b,12,SPIKE_BOTH_DOWN,L2_1m_price_velocity_w__x__L1_1h_price_velocity_1b,273,0.5817298472160072,0.5421245421245421,0.02079964922857691,-0.8406593406593407,65.11751449250285,38.81684981684982,47.97069597069597
L2_1m_price_velocity_w,L3_15m_z_se_w,6,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L3_15m_z_se_w,1354,2.8852095719064974,0.5420974889217134,0.020772596025748213,4.346196454948301,71.74853837527787,42.25073855243722,40.44903988183161
L1_1h_body,L2_15m_price_accel_w,12,SPIKE_BOTH_DOWN,L1_1h_body__x__L2_15m_price_accel_w,203,0.43256834792985144,0.541871921182266,0.02054702828630084,4.318965517241379,77.48735235292997,44.48768472906404,48.395320197044335
L1_1h_body,L1_5m_price_velocity_1b,12,SPIKE_BOTH_DOWN,L1_1h_body__x__L1_5m_price_velocity_1b,229,0.48797119052185217,0.5414847161572053,0.020159823261240106,-2.5098253275109172,57.92474380354391,34.06222707423581,42.501091703056765
L1_15m_body,L1_1h_price_velocity_1b,6,SPIKE_BOTH_UP,L1_15m_body__x__L1_1h_price_velocity_1b,205,0.43683010505231307,0.5414634146341464,0.020138521738181203,-3.196341463414634,60.439456205788765,35.93536585365854,35.31829268292683
L2_1m_price_velocity_w,L1_1h_body,12,SPIKE_BOTH_DOWN,L2_1m_price_velocity_w__x__L1_1h_body,274,0.583860725777238,0.5401459854014599,0.018821092505494685,-0.7572992700729927,65.78587296720042,39.21624087591241,48.331204379562045
L1_1h_price_velocity_1b,L1_5m_price_velocity_1b,6,SPIKE_BOTH_DOWN,L1_1h_price_velocity_1b__x__L1_5m_price_velocity_1b,200,0.4283065908073899,0.54,0.01867510710403486,2.9675,48.99974560235469,33.485,35.61875
