**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

x_feature,y_feature,window,pattern,pair,n,freq_pct,win_rate,wr_lift,mean_fwd,std_fwd,mean_mfe,mean_mae
L1_1h_price_velocity_1b,L1_5m_price_velocity_1b,12,SPIKE_BOTH_DOWN,L1_1h_price_velocity_1b__x__L1_5m_price_velocity_1b,228,0.4858403119606214,0.5394736842105263,0.018148791314561152,-3.039473684210526,57.022090538785065,33.49671052631579,42.45065789473684
L3_15m_z_low_w,L1_5m_price_velocity_1b,6,SPIKE_BOTH_DOWN,L3_15m_z_low_w__x__L1_5m_price_velocity_1b,584,1.2444330797587844,0.5393835616438356,0.018058668747870432,-0.625,66.74028668060441,37.39640410958904,41.41481164383562
L1_15m_body,L3_15m_z_low_w,12,SPIKE_BOTH_DOWN,L1_15m_body__x__L3_15m_z_low_w,1424,3.034371071192653,0.5393258426966292,0.018000949800664023,0.6845154494382022,65.9073366526221,40.18662219101124,44.7403441011236
L1_15m_price_velocity_1b,L3_15m_z_low_w,12,SPIKE_BOTH_DOWN,L1_15m_price_velocity_1b__x__L3_15m_z_low_w,1430,3.0471563425600374,0.5391608391608391,0.017835946264873948,0.9395104895104895,65.73429917428008,40.41398601398601,44.645804195804196
L2_1m_price_velocity_w,L1_15m_price_velocity_1b,6,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L1_15m_price_velocity_1b,1638,3.490379083296043,0.5384615384615384,0.01713664556557326,2.968864468864469,78.96310810571782,40.716575091575095,41.08028083028083
L3_15m_z_se_w,L1_1h_body,6,SPIKE_BOTH_DOWN,L3_15m_z_se_w__x__L1_1h_body,286,0.6094312685120076,0.5384615384615384,0.01713664556557326,5.301573426573427,62.00645627934772,38.00874125874126,38.96066433566433
L2_1m_price_velocity_w,L2_15m_price_velocity_w,6,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L2_15m_price_velocity_w,934,1.9902405761895627,0.5374732334047109,0.016148340508745695,4.463597430406852,92.32012731879928,45.09154175588865,43.688972162740896
L1_15m_price_velocity_1b,L3_15m_z_high_w,12,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L3_15m_z_high_w,1312,2.799974429457265,0.5373475609756098,0.016022668079644586,3.5638338414634148,63.695113471157015,40.07469512195122,39.16673018292683
L1_15m_body,L1_1h_price_velocity_1b,12,SPIKE_BOTH_UP,L1_15m_body__x__L1_1h_price_velocity_1b,188,0.4006051695113895,0.5372340425531915,0.01590914965722634,-4.45345744680851,76.57692142153046,40.69547872340426,41.3563829787234
L2_1m_price_velocity_w,L3_15m_z_low_w,6,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L3_15m_z_low_w,551,1.1741140872381683,0.5372050816696915,0.015880188773726323,0.3430127041742287,82.32796852278652,42.78584392014519,45.63021778584392
L2_15m_price_velocity_w,L3_15m_z_low_w,6,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L3_15m_z_low_w,2299,4.898889812269599,0.5371900826446281,0.01586518974866291,0.9145280556763811,61.85216670773678,37.6290778599391,41.02435841670292
L2_15m_price_velocity_w,L3_15m_z_low_w,12,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L3_15m_z_low_w,1201,2.5591851520381854,0.537052456286428,0.015727563390462773,2.638426311407161,68.9084525483251,43.227935054121566,44.62572855953372
L1_15m_body,L1_1h_body,6,SPIKE_BOTH_UP,L1_15m_body__x__L1_1h_body,205,0.43683010505231307,0.5365853658536586,0.015260472957693394,-3.067073170731707,60.85864932180168,35.98170731707317,35.44024390243902
L3_15m_z_high_w,L1_5m_price_velocity_1b,6,SPIKE_BOTH_DOWN,L3_15m_z_high_w__x__L1_5m_price_velocity_1b,416,0.886445481472011,0.5360576923076923,0.014732799411727115,-2.626201923076923,64.39008565829076,38.77463942307692,42.79987980769231
L3_15m_z_se_w,L1_1h_price_velocity_1b,6,SPIKE_BOTH_DOWN,L3_15m_z_se_w__x__L1_1h_price_velocity_1b,280,0.5966459971446227,0.5357142857142857,0.014389392818320523,5.260714285714286,62.41326147040605,38.129464285714285,39.11607142857143
L2_15m_price_velocity_w,L1_1h_body,12,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L1_1h_body,351,0.7479383749920092,0.5356125356125356,0.014287642716570459,2.2393162393162394,62.00868942416509,38.86965811965812,40.00356125356125
L2_1m_price_velocity_w,L1_5m_price_velocity_1b,12,SPIKE_BOTH_DOWN,L2_1m_price_velocity_w__x__L1_5m_price_velocity_1b,1100,2.343966417353875,0.5354545454545454,0.01412965255858023,-1.7252272727272728,66.67639031832006,40.45068181818182,46.273863636363636
L2_1m_price_velocity_w,L1_15m_body,6,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L1_15m_body,1638,3.490379083296043,0.5354090354090354,0.01408414251307022,2.6855921855921854,79.19703871187576,40.763125763125764,41.25579975579976
L2_1m_price_velocity_w,L1_1h_price_velocity_1b,6,SPIKE_BOTH_DOWN,L2_1m_price_velocity_w__x__L1_1h_price_velocity_1b,228,0.4858403119606214,0.5350877192982456,0.013762826402280437,0.8925438596491229,52.695769556797345,36.91337719298246,43.56140350877193
L1_15m_price_velocity_1b,L2_15m_price_accel_w,6,SPIKE_BOTH_DOWN,L1_15m_price_velocity_1b__x__L2_15m_price_accel_w,2507,5.346374310128066,0.5349022736338253,0.013577380737860079,-0.0011966493817311527,70.32033929298228,40.327682489030714,44.30743917032309
L1_15m_body,L3_15m_z_high_w,12,SPIKE_BOTH_UP,L1_15m_body__x__L3_15m_z_high_w,1290,2.753095101110188,0.5348837209302325,0.013558828034267334,3.5618217054263566,64.25564204560389,40.410658914728685,39.41957364341085
L2_1m_price_velocity_w,L3_15m_z_high_w,12,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L3_15m_z_high_w,670,1.427688636024633,0.5343283582089552,0.013003465312990015,5.747388059701493,69.23020223312452,42.4044776119403,38.05186567164179
L2_1m_price_velocity_w,L1_1h_body,12,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L1_1h_body,234,0.49862558332800616,0.5341880341880342,0.012863141292069002,4.686965811965812,101.65305132853739,42.202991452991455,39.39209401709402
L2_1m_price_velocity_w,L1_15m_body,12,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L1_15m_body,1121,2.3887148671397216,0.5334522747546833,0.01212738185871809,0.016057091882247992,84.40373630213904,41.06244424620874,43.898305084745765
L2_5m_price_velocity_w,L3_15m_z_high_w,6,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L3_15m_z_high_w,1536,3.2730294700505014,0.533203125,0.011878232104034825,0.98974609375,64.29418416867847,37.60400390625,39.839518229166664
L2_5m_price_velocity_w,L2_15m_price_velocity_w,6,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L2_15m_price_velocity_w,1557,3.3177779198363484,0.5330764290301863,0.011751536134221086,1.3999678869621066,68.88975679255422,40.526332691072575,43.2320166987797
L2_1m_price_velocity_w,L3_15m_z_se_w,12,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L3_15m_z_se_w,895,1.9071363123015619,0.5329608938547487,0.011636000958783477,3.6589385474860334,64.32580533575569,40.40949720670391,39.03547486033519
L2_15m_price_velocity_w,L3_15m_z_se_w,12,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L3_15m_z_se_w,1049,2.2352916107311045,0.5328884652049571,0.011563572308991965,4.745710200190658,62.78060087386768,42.204957102001906,40.51620591039085
L1_15m_body,L1_1h_body,12,SPIKE_BOTH_UP,L1_15m_body__x__L1_1h_body,184,0.3920816552664664,0.532608695652174,0.011283802756208772,-3.5230978260869565,75.70666497769548,41.14402173913044,40.52853260869565
L1_1h_price_velocity_1b,L2_15m_price_accel_w,12,SPIKE_BOTH_DOWN,L1_1h_price_velocity_1b__x__L2_15m_price_accel_w,201,0.4283065908073899,0.5323383084577115,0.011013415561746287,4.519900497512438,77.80332320659606,44.82089552238806,48.47139303482587
L1_15m_body,L3_15m_z_se_w,12,SPIKE_BOTH_UP,L1_15m_body__x__L3_15m_z_se_w,1877,4.0039208165526645,0.5322322855620671,0.010907392666101967,1.968700053276505,62.528189692316886,38.46776771443793,39.83284496537027
L2_1m_price_velocity_w,L1_15m_price_velocity_1b,12,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L1_15m_price_velocity_1b,1126,2.3993692599458756,0.5319715808170515,0.010646687921086362,-0.13787744227353463,84.07317200326597,40.966696269982236,43.77708703374778
L2_15m_price_velocity_w,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L2_15m_price_accel_w,1598,3.405143940846811,0.5319148936170213,0.010590000721056092,1.1556633291614518,74.29626882425897,39.221996245306634,40.47903629536921
L1_15m_body,L2_15m_price_accel_w,6,SPIKE_BOTH_DOWN,L1_15m_body__x__L2_15m_price_accel_w,2482,5.293102346097296,0.5318291700241741,0.010504277128208894,-0.717566478646253,70.6092402464635,40.11462530217567,44.899677679290896
L1_1h_body,L1_1h_price_velocity_1b,12,SPIKE_BOTH_DOWN,L1_1h_body__x__L1_1h_price_velocity_1b,3849,8.206013339299794,0.5318264484281632,0.010501555532198004,2.3044946739412833,59.59477872524008,36.98343725643024,39.36983632112237
L2_15m_price_velocity_w,L3_15m_z_high_w,6,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L3_15m_z_high_w,2088,4.453536192972363,0.5316091954022989,0.01028430250633372,1.8836206896551724,77.54430884731858,40.07650862068966,42.290110153256705
L1_15m_body,L1_5m_price_velocity_1b,12,SPIKE_BOTH_UP,L1_15m_body__x__L1_5m_price_velocity_1b,303,0.645656204052931,0.5313531353135313,0.010028242417566169,0.9381188118811881,98.472157580886,41.0990099009901,42.41914191419142
L2_1m_price_velocity_w,L1_5m_price_velocity_1b,6,REVERSAL_AGREE_UP,L2_1m_price_velocity_w__x__L1_5m_price_velocity_1b,32,0.06818811395938545,0.53125,0.009925107104034825,-8.03125,86.75625732754884,45.4140625,54.4609375
L2_15m_price_velocity_w,L3_15m_z_high_w,6,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L3_15m_z_high_w,1811,3.859021074388971,0.5306460519050249,0.00932115900905972,2.5125621203754833,64.31718611010994,40.204997239094425,41.109055770292656
L1_15m_price_velocity_1b,L3_15m_z_se_w,12,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L3_15m_z_se_w,1894,4.040145752093588,0.5306230200633579,0.009298127167392756,1.8608764519535375,62.067495450668865,38.180834213305175,39.69297782470961
L2_15m_price_velocity_w,L1_1h_body,6,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L1_1h_body,281,0.5987768757058535,0.5302491103202847,0.00892421742431948,2.323843416370107,58.44292179582175,36.40747330960854,35.411921708185055
L2_15m_price_velocity_w,L2_15m_price_accel_w,6,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L2_15m_price_accel_w,2799,5.968590850007458,0.5301893533404788,0.008864460444513611,1.4303322615219722,69.3261862501954,38.81627366916756,42.10887817077528
L2_5m_price_velocity_w,L3_15m_z_low_w,12,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L3_15m_z_low_w,1541,3.283683862856656,0.5301752109020117,0.00885031800604652,0.1482803374432187,66.94732916092396,40.745295262816356,44.911258922777414
L1_15m_price_velocity_1b,L1_5m_price_velocity_1b,6,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L1_5m_price_velocity_1b,547,1.165590572993245,0.5301645338208409,0.008839640924875769,3.73400365630713,77.7178395675982,38.448811700182816,37.80255941499086
L2_1m_price_velocity_w,L2_15m_price_accel_w,12,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L2_15m_price_accel_w,713,1.519316414157557,0.5301542776998598,0.008829384803894613,-0.5213884992987378,92.52228122419439,43.65883590462833,47.305750350631136
L2_15m_price_velocity_w,L1_1h_price_velocity_1b,6,SPIKE_BOTH_UP,L2_15m_price_velocity_w__x__L1_1h_price_velocity_1b,283,0.6030386328283152,0.5300353356890459,0.008710442793080753,2.3286219081272086,58.324988658334405,36.1077738515901,34.92491166077738
L2_15m_price_velocity_w,L3_15m_z_se_w,6,SPIKE_BOTH_DOWN,L2_15m_price_velocity_w__x__L3_15m_z_se_w,2580,5.497666687975452,0.5298449612403101,0.008520068344344933,-0.5275193798449612,65.56549777362504,37.67587209302326,43.08779069767442
L1_1h_body,L1_1h_price_velocity_1b,6,SPIKE_BOTH_DOWN,L1_1h_body__x__L1_1h_price_velocity_1b,1912,4.076370687634512,0.5298117154811716,0.008486822585206388,2.194037656903766,60.18466159563501,37.32635983263598,39.51242154811715
L2_1m_price_velocity_w,L2_15m_price_velocity_w,12,SPIKE_BOTH_DOWN,L2_1m_price_velocity_w__x__L2_15m_price_velocity_w,708,1.508662021351403,0.5296610169491526,0.0083361240531874,-3.5561440677966103,66.20872342577577,40.89936440677966,51.20021186440678
L2_5m_price_velocity_w,L2_15m_price_velocity_w,12,SPIKE_BOTH_DOWN,L2_5m_price_velocity_w__x__L2_15m_price_velocity_w,1188,2.531483730742185,0.5294612794612794,0.008136386565314235,-0.8981481481481481,71.73367210971192,43.76936026936027,49.43013468013468
L1_15m_price_velocity_1b,L1_1h_price_velocity_1b,6,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L1_1h_price_velocity_1b,204,0.4346992264910822,0.5294117647058824,0.008086871809917184,-4.215686274509804,58.59658503154616,34.229166666666664,35.557598039215684
L1_15m_price_velocity_1b,L1_1h_price_velocity_1b,12,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L1_1h_price_velocity_1b,189,0.40273604807262037,0.5291005291005291,0.007775636204563896,-4.494708994708994,75.82171293704343,40.26851851851852,40.64153439153439
L2_1m_price_velocity_w,L2_15m_price_accel_w,6,SPIKE_BOTH_DOWN,L2_1m_price_velocity_w__x__L2_15m_price_accel_w,1227,2.614587994630186,0.5289323553382234,0.007607462442258184,0.5550122249388753,71.03832448342062,40.90688671556642,43.95843520782396
L1_1h_price_velocity_1b,L1_5m_price_velocity_1b,6,SPIKE_BOTH_UP,L1_1h_price_velocity_1b__x__L1_5m_price_velocity_1b,191,0.40699780519508194,0.5287958115183246,0.007470918622359379,13.705497382198953,108.08870009413927,45.303664921465966,33.40052356020942
L1_15m_price_velocity_1b,L3_15m_z_low_w,6,SPIKE_BOTH_DOWN,L1_15m_price_velocity_1b__x__L3_15m_z_low_w,2242,4.777429734279443,0.5285459411239964,0.007221048228031268,-0.5027876895628903,62.42899016534089,36.79014272970562,41.40321141837645
L1_15m_body,L3_15m_z_low_w,6,SPIKE_BOTH_DOWN,L1_15m_body__x__L3_15m_z_low_w,2234,4.760382705789596,0.5282005371530887,0.006875644257123503,-0.7062444046553268,62.39918976111755,36.556289167412714,41.51096687555953
L1_1h_body,L1_5m_price_velocity_1b,6,SPIKE_BOTH_DOWN,L1_1h_body__x__L1_5m_price_velocity_1b,197,0.42191395512369745,0.5279187817258884,0.006593888829923178,1.5774111675126903,48.216409052699284,32.35279187817259,36.52284263959391
L2_1m_price_velocity_w,L2_15m_price_accel_w,6,SPIKE_BOTH_UP,L2_1m_price_velocity_w__x__L2_15m_price_accel_w,1142,2.433463316925568,0.5271453590192644,0.005820466123299228,3.8601138353765325,77.74398824829656,42.909588441330996,43.20774956217163
L1_15m_price_velocity_1b,L1_1h_body,6,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L1_1h_body,203,0.43256834792985144,0.5270935960591133,0.005768703163148148,-4.084975369458128,59.17918217034497,34.41133004926108,35.80049261083744
L1_15m_price_velocity_1b,L1_5m_price_velocity_1b,12,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L1_5m_price_velocity_1b,296,0.6307400541243154,0.527027027027027,0.005702134131061798,0.13851351351351351,99.19159163288099,40.816722972972975,43.05996621621622
L1_15m_price_velocity_1b,L3_15m_z_se_w,6,SPIKE_BOTH_UP,L1_15m_price_velocity_1b__x__L3_15m_z_se_w,3232,6.889130388459162,0.5269183168316832,0.005593423935718045,1.7377784653465347,65.84006821737725,38.1720297029703,39.536200495049506
