**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,p_lag_1,p_lag_5,p_lag_10,half_life_k,half_life_str,asymptote
swing_noise_w,15m,FLAT_SMOOTH,0.9899446958270488,0.9531806615776082,0.9111111111111111,21,>20,0.8362855609232421
vol_mean_w,1h,UP_SMOOTH,0.9895470383275261,0.9468462083628633,0.8913830557566981,21,>20,0.780285929270128
price_velocity_w,1h,UP_CHOPPY,0.9886075949367089,0.9424552429667519,0.883419689119171,21,>20,0.7947368421052632
swing_noise_w,15m,DOWN_SMOOTH,0.988421052631579,0.943254817987152,0.8960612691466083,21,>20,0.8180778032036613
swing_noise_w,15m,UP_SMOOTH,0.9881862404447533,0.9419986023759609,0.8891242937853108,21,>20,0.8010279001468429
swing_noise_w,15m,DOWN_CHOPPY,0.9876923076923076,0.9376947040498442,0.8734177215189873,21,>20,0.7786885245901639
swing_noise_w,15m,UP_CHOPPY,0.9875156054931336,0.9369482976040353,0.8773946360153256,21,>20,0.765399737876802
vol_mean_w,15m,DOWN_CHOPPY,0.9849749582637729,0.9243697478991597,0.8532423208191127,21,>20,0.7067137809187279
vol_mean_w,15m,DOWN_SMOOTH,0.9828326180257511,0.9200863930885529,0.8448087431693989,21,>20,0.7015765765765766
vol_velocity_w,1h,FLAT_SMOOTH,0.9825641025641025,0.9117341640706127,0.820675105485232,21,>20,0.6873661670235546
price_velocity_w,1h,UP_SMOOTH,0.9825540823447313,0.9110320284697508,0.8175182481751825,21,>20,0.7406542056074766
vol_mean_w,15m,UP_SMOOTH,0.9825052484254724,0.9134412385643913,0.8341601700921333,21,>20,0.6772106398274622
vol_velocity_w,1h,UP_SMOOTH,0.9818815331010453,0.9081272084805654,0.8129496402877698,21,>20,0.6676384839650146
vol_velocity_w,1h,DOWN_SMOOTH,0.9818181818181818,0.9087003222341569,0.816414686825054,21,>20,0.6666666666666666
vol_mean_w,15m,FLAT_SMOOTH,0.9817258883248731,0.9102040816326531,0.8272493573264782,21,>20,0.6783289817232376
vol_velocity_w,1h,DOWN_CHOPPY,0.9816053511705686,0.9067796610169492,0.8103448275862069,21,>20,0.65
vol_mean_w,15m,FLAT_CHOPPY,0.9814258399344441,0.9101123595505618,0.8294295949297327,21,>20,0.6733444629938787
price_velocity_w,1h,FLAT_SMOOTH,0.9809866392600206,0.9029380902413431,0.8006465517241379,21,>20,0.672686230248307
vol_mean_w,15m,UP_CHOPPY,0.9808917197452229,0.9065300896286812,0.8157216494845361,21,>20,0.6331592689295039
vol_velocity_w,1h,UP_CHOPPY,0.9785082174462706,0.8919949174078781,0.782608695652174,21,>20,0.6010362694300518
vol_velocity_w,1h,FLAT_CHOPPY,0.9779110989910008,0.8889498217713189,0.7763666482606295,21,>20,0.6109253065774805
price_velocity_w,1h,FLAT_CHOPPY,0.9758771929824561,0.8772321428571429,0.7488584474885844,21,>20,0.630834086118639
price_velocity_w,1h,DOWN_SMOOTH,0.974304068522484,0.8704103671706264,0.7379912663755459,21,>20,0.5614035087719298
price_velocity_w,1h,DOWN_CHOPPY,0.9733333333333334,0.8666666666666667,0.7333333333333333,21,>20,0.581081081081081
swing_noise_w,5m,FLAT_CHOPPY,0.9722222222222222,0.8740781207320404,0.7709420488876683,21,>20,0.6213348226752304
price_sigma_w,15m,FLAT_CHOPPY,0.9715924610762087,0.8639978064162325,0.7518651561204752,21,>20,0.586119696543973
swing_noise_w,5m,FLAT_SMOOTH,0.9700811359026369,0.8648648648648649,0.7574511819116135,21,>20,0.5878977569118414
swing_noise_w,5m,UP_SMOOTH,0.9699090272918125,0.8657765284609978,0.7588152327221439,21,>20,0.554140127388535
bar_range,1h,FLAT_CHOPPY,0.9694656488549618,0.8464912280701754,0.6908639249240961,21,>20,0.554436048138819
swing_noise_w,5m,DOWN_SMOOTH,0.9691817215727949,0.857449088960343,0.7562296858071506,21,>20,0.583610188261351
price_sigma_w,15m,DOWN_SMOOTH,0.9688841201716738,0.847732181425486,0.7155266015200868,21,>20,0.5077951002227171
bar_range,1h,DOWN_SMOOTH,0.9680511182108626,0.8381877022653722,0.6724890829694323,21,>20,0.5225225225225225
vol_mean_w,5m,DOWN_SMOOTH,0.9678456591639871,0.8764769065520945,0.789760348583878,21,>20,0.6464646464646465
price_sigma_w,15m,UP_SMOOTH,0.9678096571028691,0.8489767113620325,0.7200566973777462,21,>20,0.5386799148332151
price_sigma_w,15m,FLAT_SMOOTH,0.9675126903553299,0.8457609805924413,0.716932578486876,21,>20,0.5372201978136387
bar_range,1h,UP_CHOPPY,0.9670886075949368,0.8337595907928389,0.6632124352331606,21,>20,0.5425531914893617
price_sigma_w,15m,UP_CHOPPY,0.9668789808917198,0.8408215661103979,0.717815344603381,21,>20,0.546916890080429
swing_noise_w,5m,DOWN_CHOPPY,0.9630872483221476,0.8418367346938775,0.722027972027972,21,>20,0.5761467889908257
vol_mean_w,5m,FLAT_SMOOTH,0.9630753667172484,0.8622784810126582,0.7856410256410257,21,>20,0.6840717299578059
vol_mean_w,5m,FLAT_CHOPPY,0.9623259623259623,0.8492626979792464,0.7486954133479813,21,>20,0.6000556637907042
swing_noise_w,5m,UP_CHOPPY,0.9617346938775511,0.8402061855670103,0.7336814621409922,21,>20,0.5870445344129555
vol_mean_w,5m,UP_SMOOTH,0.9608391608391609,0.8382352941176471,0.7491090520313614,21,>20,0.616398243045388
vol_mean_w,5m,DOWN_CHOPPY,0.9581939799331104,0.842809364548495,0.7449324324324325,21,>20,0.6083916083916084
vol_mean_w,5m,UP_CHOPPY,0.9579617834394905,0.8135376756066411,0.699228791773779,21,>20,0.556135770234987
vol_mean_w,1m,DOWN_SMOOTH,0.9356913183279743,0.812433011789925,0.7405812701829925,21,>20,0.6053215077605322
vol_mean_w,1m,FLAT_SMOOTH,0.9332659251769464,0.8164812942366027,0.766378872524124,21,>20,0.670162558993183
vol_mean_w,1m,FLAT_CHOPPY,0.9295659295659295,0.7761397761397761,0.7022441160372195,21,>20,0.5694019471488178
vol_mean_w,1m,UP_SMOOTH,0.9272727272727272,0.7825174825174825,0.7151898734177216,21,>20,0.6013024602026049
vol_mean_w,1m,DOWN_CHOPPY,0.9230769230769231,0.7675585284280937,0.6750418760469011,21,>20,0.5495652173913044
vol_mean_w,1m,UP_CHOPPY,0.9146496815286624,0.7337579617834394,0.6411238825031929,21,>20,0.5233766233766234
swing_noise_w,1m,DOWN_SMOOTH,0.9056806002143623,0.6923076923076923,0.6470588235294118,21,>20,0.5592255125284739
price_sigma_w,5m,DOWN_SMOOTH,0.9051724137931034,0.6827661909989023,0.6064659977703456,21,>20,0.5348571428571428
swing_noise_w,1m,FLAT_CHOPPY,0.8965328965328966,0.6673055859802848,0.5944903581267218,21,>20,0.5279485746226943
bar_range,15m,FLAT_CHOPPY,0.8918406072106262,0.6367834827492529,0.5779967159277504,21,>20,0.5227717239452361
bar_range,15m,DOWN_SMOOTH,0.8881720430107527,0.6339869281045751,0.5873192436040044,21,>20,0.5245714285714286
swing_noise_w,1m,FLAT_SMOOTH,0.8748733535967579,0.629837067209776,0.5564681724845996,21,>20,0.500261917234154
swing_noise_w,1m,DOWN_CHOPPY,0.87,0.6220735785953178,0.5647058823529412,21,>20,0.5360281195079086
vol_mean_w,5s,FLAT_SMOOTH,0.8179979777553084,0.7512639029322548,0.6943740496705525,21,>20,0.6123301985370951
vol_mean_w,5s,DOWN_SMOOTH,0.8060021436227224,0.7274678111587983,0.6752966558791802,21,>20,0.5528089887640449
vol_mean_w,5s,UP_SMOOTH,0.7895104895104895,0.713986013986014,0.6500351370344343,21,>20,0.5485047410649161
vol_mean_w,5s,FLAT_CHOPPY,0.7663755458515283,0.6817685589519651,0.6333333333333333,21,>20,0.5352973874374652
swing_noise_w,5s,DOWN_SMOOTH,0.7323340471092077,0.6550976138828634,0.585635359116022,21,>20,0.5278422273781903
bar_range,5m,DOWN_SMOOTH,0.719017094017094,0.6533477321814255,0.5896589658965896,21,>20,0.5153933865450399
bar_range,5m,UP_CHOPPY,0.7061068702290076,0.625,0.5760309278350515,21,>20,0.5126162018592297
bar_range,5m,FLAT_CHOPPY,0.7004310344827587,0.6298701298701299,0.5776448191460429,21,>20,0.5193905817174516
swing_noise_w,5s,UP_CHOPPY,0.6895261845386533,0.625,0.5725094577553594,21,>20,0.5097529258777633
bar_range,1m,DOWN_SMOOTH,0.6836518046709129,0.6129032258064516,0.5809628008752735,21,>20,0.5113895216400911
bar_range,1m,FLAT_CHOPPY,0.6717682426892594,0.6060356652949246,0.5612582781456954,21,>20,0.5015462468372224
bar_range,1m,DOWN_CHOPPY,0.6390243902439025,0.6229508196721312,0.5726072607260726,21,>20,0.506872852233677
price_sigma_w,15m,DOWN_CHOPPY,0.9697986577181208,0.8458904109589042,0.6912280701754386,20,20,0.49452554744525545
bar_range,1h,UP_SMOOTH,0.9658774373259053,0.8279494382022472,0.6540925266903914,20,20,0.49710982658959535
price_velocity_w,15m,UP_SMOOTH,0.9475890985324947,0.7874736101337086,0.6706713780918728,20,20,0.4858156028368794
vol_velocity_w,15m,DOWN_CHOPPY,0.9365609348914858,0.7654941373534339,0.6672268907563025,20,20,0.48951048951048953
bar_range,15m,UP_CHOPPY,0.8922305764411027,0.6432160804020101,0.565989847715736,20,20,0.4921875
price_sigma_w,1m,DOWN_SMOOTH,0.7679914070891515,0.5969498910675382,0.5539488320355951,20,20,0.49770114942528737
swing_noise_w,5s,FLAT_CHOPPY,0.6786199402336321,0.6023503689532659,0.5674635888980489,20,20,0.4908630868709587
bar_range,1m,UP_CHOPPY,0.6771752837326608,0.6075949367088608,0.5549872122762148,20,20,0.480946123521682
vol_velocity_w,15m,FLAT_CHOPPY,0.9293122270742358,0.7322598253275109,0.6393756845564075,19,19,0.4700854700854701
vol_mean_w,5s,DOWN_CHOPPY,0.7391304347826086,0.6387959866220736,0.5719063545150501,19,19,0.4750430292598967
vol_velocity_w,15m,UP_CHOPPY,0.9312977099236641,0.7506361323155216,0.6329923273657289,18,18,0.44871794871794873
price_velocity_w,15m,UP_CHOPPY,0.9298469387755102,0.7255154639175257,0.6284224250325945,18,18,0.46062992125984253
swing_noise_w,1m,UP_CHOPPY,0.8867684478371501,0.6372924648786717,0.5682989690721649,18,18,0.4807436918990704
bar_range,15m,FLAT_SMOOTH,0.8684475806451613,0.5778229908443541,0.537590113285273,18,18,0.4852941176470588
bar_range,1h,FLAT_SMOOTH,0.9607645875251509,0.8022312373225152,0.6004098360655737,17,17,0.4875
vol_velocity_w,15m,UP_SMOOTH,0.9195241427571729,0.7115789473684211,0.6197879858657244,17,17,0.44805194805194803
vol_velocity_w,15m,DOWN_SMOOTH,0.9142550911039657,0.6936353829557713,0.6039387308533917,17,17,0.4265033407572383
vol_velocity_w,15m,FLAT_SMOOTH,0.9030456852791878,0.6722903885480572,0.593167701863354,17,17,0.4460810099947396
price_sigma_w,5m,FLAT_CHOPPY,0.8936577364680153,0.6325747189470798,0.5316979051819184,17,17,0.4860568878973787
swing_noise_w,1m,UP_SMOOTH,0.8834612700628053,0.6190476190476191,0.5483641536273115,17,17,0.4509090909090909
bar_range,15m,UP_SMOOTH,0.8819832402234636,0.600701754385965,0.5478571428571428,17,17,0.4662756598240469
bar_range,15m,DOWN_CHOPPY,0.872093023255814,0.5816666666666667,0.5637583892617449,17,17,0.49828178694158076
price_sigma_w,1m,FLAT_CHOPPY,0.7537578573380705,0.5656232839099395,0.5245856353591161,17,17,0.4829817158931083
swing_noise_w,5s,DOWN_CHOPPY,0.648424543946932,0.5666666666666667,0.5250836120401338,17,17,0.4747826086956522
vol_mean_w,5s,UP_CHOPPY,0.7350318471337579,0.6331210191082802,0.5721583652618135,16,16,0.46484375
bar_range,5s,UP_CHOPPY,0.6235827664399093,0.5421412300683371,0.5172413793103449,16,16,0.4647887323943662
price_velocity_w,15m,FLAT_CHOPPY,0.9242548537052229,0.7105843439911798,0.5808516559977734,15,15,0.41256752914415695
bar_range,5m,UP_SMOOTH,0.6741102581995813,0.5770308123249299,0.5272084805653711,15,15,0.44759825327510916
bar_range,5m,DOWN_CHOPPY,0.6510851419031719,0.592964824120603,0.5109243697478991,15,15,0.46059544658493873
bar_range,5m,FLAT_SMOOTH,0.6408730158730159,0.5612806403201601,0.5254921756688541,15,15,0.4637454355764215
bar_range,5s,DOWN_SMOOTH,0.6122881355932204,0.5789473684210527,0.5153172866520788,15,15,0.4641638225255973
bar_range,5s,FLAT_CHOPPY,0.6060524182653337,0.5628222523744911,0.5121485121485122,15,15,0.4783821478382148
price_velocity_w,15m,FLAT_SMOOTH,0.9239350912778904,0.7084623323013416,0.5769434161819144,14,14,0.4088669950738916
swing_noise_w,5s,UP_SMOOTH,0.6498293515358362,0.5828178694158076,0.5291666666666667,14,14,0.474025974025974
bar_range,1m,FLAT_SMOOTH,0.6187015503875969,0.5538236726741355,0.5155096011816839,14,14,0.4745417515274949
price_velocity_w,15m,DOWN_SMOOTH,0.9121114683815649,0.6681270536692223,0.5416191562143672,13,13,0.36079900124843944
bar_range,1m,UP_SMOOTH,0.6350314026517795,0.5708274894810659,0.5120396600566572,13,13,0.4652014652014652
price_sigma_w,5s,DOWN_SMOOTH,0.5574650912996778,0.5333333333333333,0.5050279329608939,13,13,0.47010550996483
bar_range,1h,DOWN_CHOPPY,0.9614093959731543,0.8017241379310345,0.5892857142857143,12,12,0.5
price_sigma_w,1m,UP_CHOPPY,0.7474489795918368,0.5728900255754475,0.5135483870967742,12,12,0.448871181938911
price_sigma_w,5s,UP_CHOPPY,0.5867346938775511,0.5295629820051414,0.5123216601815823,12,12,0.4612299465240642
price_velocity_w,15m,DOWN_CHOPPY,0.9077181208053692,0.6326530612244898,0.5120689655172413,11,11,0.30511463844797176
price_sigma_w,5m,FLAT_SMOOTH,0.878234398782344,0.5921931176168465,0.5091193329859302,11,11,0.44556558682952735
price_velocity_1b,1h,UP_CHOPPY,0.9467680608365019,0.7297297297297297,0.44881889763779526,10,10,0.25133689839572193
price_sigma_w,5m,UP_CHOPPY,0.8852040816326531,0.5900383141762452,0.49546044098573283,10,10,0.4653333333333333
price_sigma_w,5m,DOWN_CHOPPY,0.8626465661641541,0.5983193277310924,0.4983164983164983,10,10,0.4585537918871252
price_sigma_w,1m,UP_SMOOTH,0.7456201822004205,0.5398167723749119,0.49679258731290094,10,10,0.42773722627737226
bar_range,5s,DOWN_CHOPPY,0.6190476190476191,0.5583203732503889,0.4960998439937597,10,10,0.4659090909090909
swing_noise_w,5s,FLAT_SMOOTH,0.6025125628140704,0.5334346504559271,0.49872122762148335,10,10,0.4424403183023873
bar_range,5s,FLAT_SMOOTH,0.5696366782006921,0.5259938837920489,0.4971123944913372,10,10,0.4605080831408776
body,1h,UP_CHOPPY,0.9455006337135615,0.7232947232947233,0.4356955380577428,9,9,0.24598930481283424
body,1h,UP_SMOOTH,0.9444829979181124,0.7185080928923293,0.4269340974212034,9,9,0.2884195193008012
price_velocity_1b,1h,UP_SMOOTH,0.9437890353920888,0.7149894440534834,0.4197707736389685,9,9,0.2855061908230153
body,1h,FLAT_CHOPPY,0.9394184168012925,0.6944595328625747,0.38220757825370677,9,9,0.27328499721137756
price_velocity_1b,1h,FLAT_CHOPPY,0.9391873466048541,0.6935971420719979,0.3812430632630411,9,9,0.27718309859154927
body,1h,FLAT_SMOOTH,0.9386720729853015,0.689584402257568,0.36946326211568525,8,8,0.20401519262072706
price_velocity_1b,1h,FLAT_SMOOTH,0.9381652306132793,0.6870189840944074,0.36425221469515373,8,8,0.19316332067281605
body,1h,DOWN_SMOOTH,0.9366272824919442,0.6761800219538968,0.3340857787810384,8,8,0.15165876777251186
price_velocity_1b,1h,DOWN_SMOOTH,0.934322033898305,0.665948275862069,0.31718061674008813,8,8,0.15207373271889402
body,1h,DOWN_CHOPPY,0.9298831385642737,0.6470588235294118,0.288135593220339,8,8,0.1564625850340136
price_velocity_1b,1h,DOWN_CHOPPY,0.9298831385642737,0.6470588235294118,0.288135593220339,8,8,0.1564625850340136
price_sigma_w,5m,UP_SMOOTH,0.8859342197340798,0.5717299578059072,0.47285714285714286,8,8,0.40922401171303074
price_sigma_w,1m,DOWN_CHOPPY,0.7236180904522613,0.507563025210084,0.47386172006745364,8,8,0.4610051993067591
bar_range,5s,UP_SMOOTH,0.5952080706179067,0.5338393421884883,0.5022450288646568,8,8,0.44562334217506633
price_sigma_w,1m,FLAT_SMOOTH,0.7126203750633553,0.5220061412487206,0.48368720870015536,7,7,0.449468085106383
price_sigma_w,5s,FLAT_CHOPPY,0.5640043763676149,0.5027593818984547,0.479543556916226,7,7,0.4437142857142857
price_sigma_w,5s,UP_SMOOTH,0.5549335199440167,0.5088214537755822,0.4610436025732666,6,6,0.42313432835820897
price_velocity_w,5m,UP_SMOOTH,0.8031878031878031,0.4982480728801682,0.2913105413105413,5,5,0.3074648928307465
price_velocity_w,5m,UP_CHOPPY,0.7715736040609137,0.4705128205128205,0.25557011795543905,5,5,0.2608695652173913
price_velocity_w,5m,FLAT_CHOPPY,0.767613326051338,0.4748201438848921,0.2749227745015445,5,5,0.24035438696770506
price_sigma_w,5s,DOWN_CHOPPY,0.5334448160535117,0.4924114671163575,0.44839255499153974,5,5,0.40663176265270506
price_velocity_w,5m,FLAT_SMOOTH,0.7475876079228034,0.42140992167101826,0.2108079186730872,4,4,0.22836801752464403
price_velocity_w,5m,DOWN_CHOPPY,0.7386934673366834,0.37860780984719866,0.15411558669001751,4,4,0.16847826086956522
price_velocity_w,5m,DOWN_SMOOTH,0.7361111111111112,0.3874458874458874,0.1726775956284153,4,4,0.18685121107266436
body,15m,UP_SMOOTH,0.7681564245810056,0.272984441301273,0.2827187274041938,3,3,0.2688253012048193
price_velocity_1b,15m,UP_SMOOTH,0.7660455486542443,0.26871938418474456,0.2802867383512545,3,3,0.26044776119402985
price_velocity_1b,15m,UP_CHOPPY,0.761723700887199,0.2681992337164751,0.2558441558441558,3,3,0.2713903743315508
body,15m,FLAT_CHOPPY,0.7605291576673866,0.2587946550313608,0.2602777777777778,3,3,0.2361823361823362
price_velocity_1b,15m,FLAT_CHOPPY,0.7603911980440098,0.25850713501646544,0.2581005586592179,3,3,0.2376861397479954
body,15m,UP_CHOPPY,0.7594458438287154,0.27411167512690354,0.2503225806451613,3,3,0.2735723771580345
price_velocity_1b,15m,FLAT_SMOOTH,0.7585341365461847,0.2604698672114402,0.24145186743819042,3,3,0.22894168466522677
body,15m,FLAT_SMOOTH,0.7573604060913706,0.2577479338842975,0.2361407249466951,3,3,0.22824302134646962
body,15m,DOWN_CHOPPY,0.7479131886477463,0.25295109612141653,0.21305841924398625,2,2,0.22841726618705036
price_velocity_1b,15m,DOWN_CHOPPY,0.7467105263157895,0.2558139534883721,0.21996615905245348,2,2,0.23185840707964603
price_velocity_1b,15m,DOWN_SMOOTH,0.7465388711395101,0.2243797195253506,0.2096069868995633,2,2,0.22768878718535468
body,15m,DOWN_SMOOTH,0.7441113490364025,0.22125813449023862,0.20417124039517015,2,2,0.23590333716915995
price_velocity_w,1m,UP_SMOOTH,0.6177901320361362,0.30028129395218,0.2699210337401292,2,2,0.2608047690014903
price_velocity_w,1m,UP_CHOPPY,0.6153846153846154,0.28498727735368956,0.25906735751295334,2,2,0.24866310160427807
vol_velocity_w,5m,DOWN_CHOPPY,0.5979899497487438,0.3711864406779661,0.20918367346938777,2,2,0.2255772646536412
vol_velocity_w,5m,UP_CHOPPY,0.5910828025477707,0.35841836734693877,0.19383825417201542,2,2,0.23311258278145697
vol_velocity_w,5m,FLAT_CHOPPY,0.589792576419214,0.3767198679141442,0.24284523478744097,2,2,0.24090518476081352
price_velocity_w,1m,FLAT_CHOPPY,0.5885729907053034,0.2557367984517556,0.25540882270300647,2,2,0.25014376078205863
vol_velocity_w,5m,UP_SMOOTH,0.5853146853146853,0.3735875706214689,0.20603015075376885,2,2,0.23587038432554636
price_velocity_w,1m,FLAT_SMOOTH,0.5756196256954982,0.25038560411311056,0.23784355179704017,2,2,0.24070021881838075
price_velocity_w,1m,DOWN_CHOPPY,0.5614617940199336,0.2529313232830821,0.23429541595925296,2,2,0.23351158645276293
price_velocity_w,1m,DOWN_SMOOTH,0.5597883597883598,0.21244635193133046,0.20368364030335862,2,2,0.2290950744558992
vol_velocity_w,5m,DOWN_SMOOTH,0.5460385438972163,0.3564463705308776,0.210989010989011,2,2,0.21412037037037038
vol_velocity_w,5m,FLAT_SMOOTH,0.5261023821591485,0.3445807770961145,0.21164846593863754,2,2,0.22532894736842105
price_sigma_w,5s,FLAT_SMOOTH,0.4926433282597666,0.4462171899125064,0.412532637075718,1,1,0.38777717685235263
vol_velocity_w,1m,FLAT_CHOPPY,0.39027056572834107,0.28257284222100054,0.28297695084698693,1,1,0.2716119828815977
vol_velocity_w,1m,UP_CHOPPY,0.38569604086845466,0.2557544757033248,0.2743589743589744,1,1,0.2717678100263852
vol_velocity_w,1m,DOWN_SMOOTH,0.38064516129032255,0.2657952069716776,0.26948775055679286,1,1,0.25
vol_velocity_w,1m,DOWN_CHOPPY,0.3789649415692821,0.26610169491525426,0.28135593220338984,1,1,0.2623239436619718
vol_velocity_w,1m,UP_SMOOTH,0.3689727463312369,0.26582278481012656,0.24609929078014184,1,1,0.2406855439642325
vol_velocity_w,1m,FLAT_SMOOTH,0.3656186612576065,0.2670775552131484,0.2649973917579551,1,1,0.25907859078590784
body,5m,UP_SMOOTH,0.32175121612230717,0.2868162692847125,0.27162258756254465,1,1,0.26646706586826346
price_velocity_1b,5m,UP_SMOOTH,0.32150313152400833,0.28651685393258425,0.265379113018598,1,1,0.2683658170914543
body,5s,FLAT_SMOOTH,0.31297709923664124,0.28905336969224776,0.30159362549800794,1,1,0.28994576554025864
body,5m,FLAT_CHOPPY,0.3127001067235859,0.2725558847293294,0.27437020810514784,1,1,0.25119281504350266
price_velocity_1b,5m,FLAT_CHOPPY,0.30890191897654584,0.2722625773473231,0.2744401966138722,1,1,0.25615212527964204
vol_velocity_w,5s,DOWN_CHOPPY,0.3054187192118227,0.2709030100334448,0.25844594594594594,1,1,0.25565217391304346
body,5m,UP_CHOPPY,0.30390920554854983,0.2840764331210191,0.26804123711340205,1,1,0.24234354194407456
price_velocity_1b,5s,UP_SMOOTH,0.3013262599469496,0.30355220667384286,0.2991218441273326,1,1,0.30160550458715596
price_velocity_1b,5m,UP_CHOPPY,0.2998745294855709,0.27756653992395436,0.2641025641025641,1,1,0.24370860927152319
price_velocity_1b,5s,FLAT_SMOOTH,0.2966903073286052,0.2747784045124899,0.26956521739130435,1,1,0.27587719298245617
body,5s,DOWN_SMOOTH,0.29547471162378,0.2761126248864669,0.2751865671641791,1,1,0.27586206896551724
body,5s,UP_SMOOTH,0.29500657030223393,0.2833443928334439,0.26941255908170153,1,1,0.28481455563331
body,1m,UP_CHOPPY,0.2943305186972256,0.28327228327228327,0.2850061957868649,1,1,0.2541507024265645
body,5s,UP_CHOPPY,0.2926829268292683,0.27582159624413144,0.2568370986920333,1,1,0.2564734895191122
price_velocity_w,5s,UP_SMOOTH,0.28869448183041724,0.2665303340149966,0.2689895470383275,1,1,0.26956521739130435
body,1m,UP_SMOOTH,0.2862930452397029,0.2855181880576527,0.27132867132867133,1,1,0.2875816993464052
price_velocity_1b,1m,UP_SMOOTH,0.2859986728599867,0.2890835579514825,0.27522306108442,1,1,0.2909220872051465
price_velocity_1b,5s,UP_CHOPPY,0.28255528255528256,0.24317617866004962,0.2600502512562814,1,1,0.24119947848761408
price_velocity_1b,1m,UP_CHOPPY,0.2817073170731707,0.2716049382716049,0.2819548872180451,1,1,0.26098191214470284
price_velocity_1b,5m,FLAT_SMOOTH,0.2815338042381433,0.2519280205655527,0.24829037348763808,1,1,0.24344978165938866
body,5s,FLAT_CHOPPY,0.2805059523809524,0.27354709418837675,0.2759938837920489,1,1,0.2676130389064143
price_velocity_1b,5s,FLAT_CHOPPY,0.27800829875518673,0.26061204343534056,0.26539331490324203,1,1,0.25805613305613306
body,5m,FLAT_SMOOTH,0.2778618255168936,0.25205338809034905,0.24711437565582373,1,1,0.24795640326975477
price_velocity_w,5s,FLAT_CHOPPY,0.2775106837606838,0.25944924406047515,0.2524058289799285,1,1,0.257459505541347
body,1m,FLAT_CHOPPY,0.27661290322580645,0.258625373539799,0.26174682144831396,1,1,0.25881683731513083
price_velocity_1b,1m,FLAT_CHOPPY,0.2764098490865767,0.25663716814159293,0.2618657937806874,1,1,0.25940482874789444
body,5m,DOWN_SMOOTH,0.27615062761506276,0.24574468085106382,0.23333333333333334,1,1,0.23728813559322035
price_velocity_1b,1m,DOWN_SMOOTH,0.27253886010362693,0.24842105263157896,0.23887079261672095,1,1,0.2491506228765572
price_velocity_1b,5m,DOWN_SMOOTH,0.2718651211801897,0.24758842443729903,0.23752711496746204,1,1,0.22690992018244013
body,5s,DOWN_CHOPPY,0.271830985915493,0.2575107296137339,0.25181950509461426,1,1,0.2748091603053435
body,1m,DOWN_SMOOTH,0.2665289256198347,0.24633123689727462,0.23135135135135135,1,1,0.252262443438914
vol_velocity_w,5s,UP_SMOOTH,0.2660234321157822,0.2579972183588317,0.25391180654338547,1,1,0.22649888971132495
vol_velocity_w,5s,DOWN_SMOOTH,0.26586102719033233,0.24897959183673468,0.2578288100208768,1,1,0.26258205689277897
