trade_id,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,entry_tier,exit_reason,chain_idx,day
0,23:53,1735774560.0,long,21278.25,21262.75,-31.0,17,0.0,NMP_FADE,nmp_fade_inverse,0,2025_01_01
1,23:59,1735775580.0,short,21262.75,21267.5,-9.5,6,1.5,NMP_FADE,end_of_day,0,2025_01_01
0,01:02,1735776180.0,long,21238.5,21274.5,72.0,59,72.0,NMP_FADE,nmp_cluster_long_extension,0,2025_01_02
1,01:04,1735779780.0,short,21272.75,21262.75,20.0,1,20.0,NMP_FADE,nmp_cluster_long_extension,0,2025_01_02
2,01:40,1735781700.0,long,21267.75,21295.75,56.0,5,73.5,NMP_FADE,nmp_cluster_long_extension,0,2025_01_02
3,02:53,1735784880.0,short,21318.25,21319.0,-1.5,25,15.5,NMP_FADE,nmp_fade_inverse,0,2025_01_02
4,03:20,1735786380.0,long,21319.0,21319.25,0.5,27,11.0,NMP_FADE,nmp_fade_inverse,0,2025_01_02
5,03:33,1735788000.0,short,21319.25,21325.5,-12.5,13,0.0,NMP_FADE,nmp_fade_inverse,0,2025_01_02
6,03:51,1735788780.0,long,21325.5,21309.75,-31.5,18,0.0,NMP_FADE,nmp_fade_inverse,0,2025_01_02
7,04:06,1735789860.0,short,21309.75,21307.5,4.5,15,16.5,NMP_FADE,nmp_cluster_short_extension,0,2025_01_02
8,04:15,1735790760.0,long,21307.5,21306.0,-3.0,9,13.5,NMP_FADE,nmp_cluster_short_extension,0,2025_01_02
9,04:53,1735791720.0,long,21291.5,21331.25,79.5,31,82.0,NMP_FADE,nmp_cluster_long_extension,0,2025_01_02
10,06:02,1735794720.0,short,21335.0,21367.0,-64.0,50,0.0,NMP_FADE,nmp_fade_inverse,0,2025_01_02
11,06:17,1735797720.0,long,21367.0,21370.75,7.5,15,13.0,NMP_FADE,nmp_cluster_long_extension,0,2025_01_02
12,06:28,1735798800.0,short,21378.75,21358.5,40.5,8,40.5,NMP_FADE,nmp_fade_inverse,0,2025_01_02
13,06:33,1735799280.0,long,21358.5,21388.0,59.0,5,59.0,NMP_FADE,nmp_cluster_long_extension,0,2025_01_02
14,07:32,1735801500.0,long,21383.75,21369.25,-29.0,27,17.0,NMP_FADE,nmp_cluster_short_extension,0,2025_01_02
15,08:02,1735803240.0,long,21367.0,21388.75,43.5,28,43.5,NMP_FADE,nmp_cluster_long_extension,0,2025_01_02
16,08:17,1735804920.0,short,21388.75,21395.25,-13.0,15,7.0,NMP_FADE,nmp_fade_inverse,0,2025_01_02
